,numberOfFinalProperties,numberOfProperties,status,dateApproved,dateClosed,dateInitiallyApproved
27003,1,1,Closed,2022-02-25T00:00:00.000Z,2022-02-28T00:00:00.000Z,2019-01-17T00:00:00.000Z
27004,0,0,Closed,2019-03-22T00:00:00.000Z,2019-03-25T00:00:00.000Z,2017-02-08T00:00:00.000Z
27005,0,0,Closed,2020-07-09T00:00:00.000Z,2020-07-16T00:00:00.000Z,2016-03-08T00:00:00.000Z
27007,1,1,Closed,2022-01-25T00:00:00.000Z,2022-01-25T00:00:00.000Z,2018-10-01T00:00:00.000Z
27009,16,16,Closed,2021-12-01T00:00:00.000Z,2021-12-01T00:00:00.000Z,2018-07-23T00:00:00.000Z
27026,0,0,Closed,2001-04-19T00:00:00.000Z,2014-09-04T00:00:00.000Z,2001-04-19T00:00:00.000Z
27027,0,0,Closed,2006-06-29T00:00:00.000Z,2006-07-31T00:00:00.000Z,2003-09-02T00:00:00.000Z
27028,0,0,Closed,2007-10-12T00:00:00.000Z,2007-10-12T00:00:00.000Z,2003-07-09T00:00:00.000Z
27029,1,1,Closed,2003-01-31T00:00:00.000Z,2005-04-11T00:00:00.000Z,2003-01-31T00:00:00.000Z
27030,0,0,Closed,2004-10-20T00:00:00.000Z,2005-07-28T00:00:00.000Z,2004-10-20T00:00:00.000Z
27031,6,9,Closed,2009-04-17T00:00:00.000Z,2009-05-07T00:00:00.000Z,2005-02-04T00:00:00.000Z
27032,2,13,Closed,2008-08-05T00:00:00.000Z,2008-08-14T00:00:00.000Z,2008-06-24T00:00:00.000Z
27033,4,4,Closed,2004-11-02T00:00:00.000Z,2003-07-15T00:00:00.000Z,2002-01-19T00:00:00.000Z
27034,26,30,Closed,2005-01-20T00:00:00.000Z,2013-09-18T00:00:00.000Z,2003-03-21T00:00:00.000Z
27035,0,0,Closed,2005-12-12T00:00:00.000Z,2006-06-05T00:00:00.000Z,2003-12-10T00:00:00.000Z
27038,7,8,Closed,2008-07-30T00:00:00.000Z,2008-07-29T00:00:00.000Z,2003-01-05T00:00:00.000Z
27041,0,0,Closed,2006-05-16T00:00:00.000Z,2004-07-26T00:00:00.000Z,2000-08-07T00:00:00.000Z
27042,0,0,Closed,2008-09-16T00:00:00.000Z,2008-09-16T00:00:00.000Z,2002-03-30T00:00:00.000Z
27044,5,5,Closed,2014-05-14T00:00:00.000Z,2014-05-14T00:00:00.000Z,2009-11-05T00:00:00.000Z
27045,0,0,Closed,2015-05-26T00:00:00.000Z,2015-05-26T00:00:00.000Z,2009-08-25T00:00:00.000Z
27046,0,0,Closed,2011-10-14T00:00:00.000Z,2014-07-11T00:00:00.000Z,2011-10-14T00:00:00.000Z
27047,1,1,Closed,2017-08-14T00:00:00.000Z,2015-09-21T00:00:00.000Z,2010-08-17T00:00:00.000Z
27048,1,1,Closed,2015-08-03T00:00:00.000Z,2015-08-03T00:00:00.000Z,2011-07-21T00:00:00.000Z
27050,0,0,Closed,2016-07-29T00:00:00.000Z,2016-07-29T00:00:00.000Z,2011-05-13T00:00:00.000Z
27051,1,1,Closed,2016-08-22T00:00:00.000Z,2016-08-22T00:00:00.000Z,2012-09-25T00:00:00.000Z
27061,0,0,Closed,2008-05-06T00:00:00.000Z,2008-02-25T00:00:00.000Z,2002-12-30T00:00:00.000Z
27062,0,0,Closed,2006-08-08T00:00:00.000Z,2006-09-07T00:00:00.000Z,2004-05-25T00:00:00.000Z
27064,1,1,Closed,2009-08-27T00:00:00.000Z,2009-09-25T00:00:00.000Z,2003-12-16T00:00:00.000Z
27065,1,1,Closed,2009-03-03T00:00:00.000Z,2009-03-04T00:00:00.000Z,2006-01-11T00:00:00.000Z
27068,1,1,Closed,2009-03-24T00:00:00.000Z,2010-03-25T00:00:00.000Z,2005-10-19T00:00:00.000Z
27069,1,1,Closed,2010-04-08T00:00:00.000Z,2010-04-09T00:00:00.000Z,2006-11-22T00:00:00.000Z
27070,0,0,Closed,2014-10-23T00:00:00.000Z,2010-12-30T00:00:00.000Z,2006-11-01T00:00:00.000Z
27071,0,1,Closed,2010-08-26T00:00:00.000Z,2013-06-18T00:00:00.000Z,2010-08-26T00:00:00.000Z
27072,0,0,Closed,2018-10-05T00:00:00.000Z,2018-10-05T00:00:00.000Z,2010-03-01T00:00:00.000Z
27073,0,0,Closed,2012-11-01T00:00:00.000Z,2012-11-01T00:00:00.000Z,2010-03-10T00:00:00.000Z
27074,0,0,Closed,2014-10-14T00:00:00.000Z,2014-12-03T00:00:00.000Z,2010-08-04T00:00:00.000Z
27075,0,0,Closed,2013-11-05T00:00:00.000Z,2013-11-20T00:00:00.000Z,2010-10-06T00:00:00.000Z
27076,0,0,Closed,2011-12-13T00:00:00.000Z,2011-12-13T00:00:00.000Z,2011-01-20T00:00:00.000Z
27077,0,0,Closed,2008-04-11T00:00:00.000Z,2012-02-22T00:00:00.000Z,2008-04-11T00:00:00.000Z
27080,0,0,Closed,2012-07-09T00:00:00.000Z,2013-06-04T00:00:00.000Z,2012-07-09T00:00:00.000Z
27082,0,0,Closed,2017-05-23T00:00:00.000Z,2017-05-23T00:00:00.000Z,2015-01-16T00:00:00.000Z
27083,12,12,Closed,2012-11-08T00:00:00.000Z,2012-11-08T00:00:00.000Z,2012-02-16T00:00:00.000Z
27085,0,0,Closed,2016-02-03T00:00:00.000Z,2016-04-05T00:00:00.000Z,2013-02-01T00:00:00.000Z
27086,1,1,Closed,2014-06-16T00:00:00.000Z,2014-06-16T00:00:00.000Z,2011-08-17T00:00:00.000Z
27087,1,1,Closed,2014-03-24T00:00:00.000Z,2014-03-24T00:00:00.000Z,2010-09-16T00:00:00.000Z
27088,1,1,Closed,2019-09-16T00:00:00.000Z,2019-09-16T00:00:00.000Z,2011-12-07T00:00:00.000Z
27089,0,0,Closed,2011-12-06T00:00:00.000Z,2013-10-01T00:00:00.000Z,2011-12-06T00:00:00.000Z
27090,11,11,Closed,2013-05-03T00:00:00.000Z,2013-05-09T00:00:00.000Z,2012-07-19T00:00:00.000Z
27091,1,1,Closed,2012-07-20T00:00:00.000Z,2015-10-28T00:00:00.000Z,2012-07-20T00:00:00.000Z
27094,4,4,Closed,2009-07-24T00:00:00.000Z,2013-09-30T00:00:00.000Z,2004-02-25T00:00:00.000Z
27095,0,0,Closed,2005-06-16T00:00:00.000Z,2004-09-17T00:00:00.000Z,2000-11-16T00:00:00.000Z
27096,0,0,Closed,2005-02-17T00:00:00.000Z,2006-12-19T00:00:00.000Z,2005-02-17T00:00:00.000Z
27097,0,0,Closed,2011-03-18T00:00:00.000Z,2011-03-18T00:00:00.000Z,2007-12-20T00:00:00.000Z
27098,0,0,Closed,2011-12-30T00:00:00.000Z,2012-01-30T00:00:00.000Z,2007-05-03T00:00:00.000Z
27099,1,1,Closed,2016-05-06T00:00:00.000Z,2016-05-06T00:00:00.000Z,2007-11-29T00:00:00.000Z
27100,0,0,Closed,2008-02-28T00:00:00.000Z,2016-02-26T00:00:00.000Z,2007-05-04T00:00:00.000Z
27101,0,0,Closed,2012-12-10T00:00:00.000Z,2013-07-19T00:00:00.000Z,2009-03-21T00:00:00.000Z
27102,1,1,Closed,2013-04-16T00:00:00.000Z,2013-04-26T00:00:00.000Z,2008-05-27T00:00:00.000Z
27103,0,0,Closed,2015-06-04T00:00:00.000Z,2015-06-17T00:00:00.000Z,2008-05-02T00:00:00.000Z
27104,0,0,Closed,2010-03-11T00:00:00.000Z,2010-03-11T00:00:00.000Z,2008-09-04T00:00:00.000Z
27105,1,1,Closed,2013-04-10T00:00:00.000Z,2013-04-15T00:00:00.000Z,2008-05-09T00:00:00.000Z
27130,0,0,Closed,2020-07-01T00:00:00.000Z,2021-02-22T00:00:00.000Z,2019-01-30T00:00:00.000Z
27132,0,0,Closed,2019-08-15T00:00:00.000Z,2019-06-19T00:00:00.000Z,2015-06-09T00:00:00.000Z
27134,0,0,Closed,2017-08-31T00:00:00.000Z,2017-08-31T00:00:00.000Z,2015-07-21T00:00:00.000Z
27135,0,0,Closed,2023-12-13T00:00:00.000Z,2023-12-14T00:00:00.000Z,2015-07-23T00:00:00.000Z
27138,11,11,Closed,2018-02-22T00:00:00.000Z,2018-02-22T00:00:00.000Z,2015-10-19T00:00:00.000Z
27139,0,0,Closed,2017-10-31T00:00:00.000Z,2017-10-26T00:00:00.000Z,2016-03-21T00:00:00.000Z
27140,0,0,Closed,2019-11-19T00:00:00.000Z,2019-11-19T00:00:00.000Z,2015-06-17T00:00:00.000Z
27141,0,0,Closed,2024-01-25T00:00:00.000Z,2024-01-26T00:00:00.000Z,2016-12-02T00:00:00.000Z
27142,1,1,Closed,2018-09-11T00:00:00.000Z,2018-09-13T00:00:00.000Z,2016-06-06T00:00:00.000Z
27144,0,0,Closed,2023-05-03T00:00:00.000Z,2023-05-05T00:00:00.000Z,2016-08-30T00:00:00.000Z
27145,0,0,Closed,2024-07-08T00:00:00.000Z,2024-06-25T00:00:00.000Z,2016-10-03T00:00:00.000Z
27146,0,0,Closed,2024-02-09T00:00:00.000Z,2024-02-07T00:00:00.000Z,2017-03-07T00:00:00.000Z
27147,1,1,Closed,2021-10-02T00:00:00.000Z,2021-10-20T00:00:00.000Z,2018-02-15T00:00:00.000Z
27148,1,1,Closed,2019-11-26T00:00:00.000Z,2024-06-26T00:00:00.000Z,2019-11-27T00:00:00.000Z
27152,0,0,Closed,2016-04-08T00:00:00.000Z,2020-02-24T00:00:00.000Z,2016-05-10T00:00:00.000Z
27153,0,0,Closed,2010-08-24T00:00:00.000Z,2014-07-15T00:00:00.000Z,2010-09-09T00:00:00.000Z
27156,4,4,Closed,2020-03-16T00:00:00.000Z,2022-03-11T00:00:00.000Z,2020-03-27T00:00:00.000Z
27157,0,0,Closed,2007-08-13T00:00:00.000Z,2012-06-22T00:00:00.000Z,2007-09-13T00:00:00.000Z
27160,2,2,Closed,2017-08-07T00:00:00.000Z,2021-12-20T00:00:00.000Z,2017-08-07T00:00:00.000Z
27162,0,0,Closed,2014-12-08T00:00:00.000Z,2018-01-23T00:00:00.000Z,2015-03-04T00:00:00.000Z
27173,0,0,Closed,2014-09-08T00:00:00.000Z,2020-09-03T00:00:00.000Z,2014-09-09T00:00:00.000Z
27176,4,4,Closed,2017-08-18T00:00:00.000Z,2021-08-03T00:00:00.000Z,2017-09-01T00:00:00.000Z
27177,0,0,Closed,2015-12-28T00:00:00.000Z,2019-07-29T00:00:00.000Z,2016-01-25T00:00:00.000Z
27183,1,1,Closed,2005-10-24T00:00:00.000Z,2009-12-29T00:00:00.000Z,2003-08-19T00:00:00.000Z
27184,3566,3580,Closed,2012-12-05T00:00:00.000Z,2012-12-05T00:00:00.000Z,2011-08-09T00:00:00.000Z
27185,0,0,Closed,2008-09-03T00:00:00.000Z,2008-08-18T00:00:00.000Z,2002-12-30T00:00:00.000Z
27186,0,0,Closed,2009-09-04T00:00:00.000Z,2009-09-04T00:00:00.000Z,2003-07-08T00:00:00.000Z
27187,0,0,Closed,2009-08-31T00:00:00.000Z,2009-08-31T00:00:00.000Z,2003-04-01T00:00:00.000Z
27188,0,0,Closed,2002-08-26T00:00:00.000Z,2007-03-27T00:00:00.000Z,2002-08-26T00:00:00.000Z
27189,8,8,Closed,2009-07-20T00:00:00.000Z,2009-07-20T00:00:00.000Z,2004-10-19T00:00:00.000Z
27190,0,0,Closed,2007-02-15T00:00:00.000Z,2007-02-20T00:00:00.000Z,2004-09-09T00:00:00.000Z
27191,0,0,Closed,1999-05-28T00:00:00.000Z,2004-02-17T00:00:00.000Z,1998-11-07T00:00:00.000Z
27192,1,1,Closed,2009-05-15T00:00:00.000Z,2009-05-15T00:00:00.000Z,2003-03-20T00:00:00.000Z
27193,0,0,Closed,2006-09-07T00:00:00.000Z,2006-09-19T00:00:00.000Z,1999-09-03T00:00:00.000Z
27194,1,1,Closed,2009-02-23T00:00:00.000Z,2009-05-20T00:00:00.000Z,2002-12-18T00:00:00.000Z
27207,0,0,Closed,2010-06-03T00:00:00.000Z,2010-06-03T00:00:00.000Z,2008-03-04T00:00:00.000Z
27208,0,0,Closed,2012-10-10T00:00:00.000Z,2012-10-11T00:00:00.000Z,2008-04-14T00:00:00.000Z
27210,1,1,Closed,2011-03-28T00:00:00.000Z,2011-03-29T00:00:00.000Z,2008-07-25T00:00:00.000Z
27211,0,0,Closed,2011-09-15T00:00:00.000Z,2011-09-16T00:00:00.000Z,2006-11-07T00:00:00.000Z
27212,0,0,Closed,2016-05-31T00:00:00.000Z,2016-05-31T00:00:00.000Z,2006-08-31T00:00:00.000Z
27215,0,0,Closed,2016-05-17T00:00:00.000Z,2016-05-20T00:00:00.000Z,2006-01-23T00:00:00.000Z
27217,1,1,Closed,2017-05-16T00:00:00.000Z,2017-05-23T00:00:00.000Z,2017-05-16T00:00:00.000Z
27219,1,1,Closed,2021-04-05T00:00:00.000Z,2021-04-05T00:00:00.000Z,2018-08-14T00:00:00.000Z
27220,1,1,Closed,2021-09-15T00:00:00.000Z,2021-09-16T00:00:00.000Z,2018-03-05T00:00:00.000Z
27223,0,0,Closed,2017-08-25T00:00:00.000Z,2023-12-14T00:00:00.000Z,2017-08-25T00:00:00.000Z
27224,0,0,Closed,2022-02-24T00:00:00.000Z,2022-02-24T00:00:00.000Z,2018-02-20T00:00:00.000Z
27225,0,0,Closed,2019-06-05T00:00:00.000Z,2019-06-25T00:00:00.000Z,2019-06-05T00:00:00.000Z
27228,0,0,Closed,2020-09-03T00:00:00.000Z,2022-01-14T00:00:00.000Z,2019-03-04T00:00:00.000Z
27231,1,1,Closed,2016-09-16T00:00:00.000Z,2018-06-25T00:00:00.000Z,2016-09-21T00:00:00.000Z
27232,0,0,Closed,2001-01-17T00:00:00.000Z,2008-05-23T00:00:00.000Z,2001-01-17T00:00:00.000Z
27237,0,0,Closed,2021-05-06T00:00:00.000Z,2021-05-06T00:00:00.000Z,2019-08-19T00:00:00.000Z
27243,0,0,Closed,2024-11-14T00:00:00.000Z,2024-11-14T00:00:00.000Z,2020-12-08T00:00:00.000Z
27244,1,1,Closed,2024-04-30T00:00:00.000Z,2024-04-24T00:00:00.000Z,2021-04-29T00:00:00.000Z
27247,0,0,Closed,2023-04-20T00:00:00.000Z,2025-01-31T00:00:00.000Z,2023-04-20T00:00:00.000Z
27248,0,0,Closed,2010-10-07T00:00:00.000Z,2010-09-30T00:00:00.000Z,2006-12-15T00:00:00.000Z
27249,3,7,Closed,2012-09-24T00:00:00.000Z,2012-09-24T00:00:00.000Z,2007-01-24T00:00:00.000Z
27250,2,3,Closed,2007-08-30T00:00:00.000Z,2007-08-30T00:00:00.000Z,2007-08-30T00:00:00.000Z
27252,0,0,Closed,2013-10-10T00:00:00.000Z,2010-09-01T00:00:00.000Z,2008-12-09T00:00:00.000Z
27253,0,0,Closed,2010-12-13T00:00:00.000Z,2010-12-13T00:00:00.000Z,2008-02-04T00:00:00.000Z
27254,0,0,Closed,2014-01-22T00:00:00.000Z,2014-01-22T00:00:00.000Z,2007-09-10T00:00:00.000Z
27255,0,0,Closed,2012-02-29T00:00:00.000Z,2012-03-01T00:00:00.000Z,2009-02-23T00:00:00.000Z
27257,1,1,Closed,2013-01-02T00:00:00.000Z,2010-04-19T00:00:00.000Z,2008-10-11T00:00:00.000Z
27265,0,0,Closed,2014-01-23T00:00:00.000Z,2014-01-23T00:00:00.000Z,2010-08-10T00:00:00.000Z
27267,0,0,Closed,2011-03-04T00:00:00.000Z,2011-03-04T00:00:00.000Z,2009-09-04T00:00:00.000Z
27272,1,1,Closed,2017-07-27T00:00:00.000Z,2017-07-28T00:00:00.000Z,2013-08-15T00:00:00.000Z
27273,0,0,Closed,2012-02-01T00:00:00.000Z,2016-08-05T00:00:00.000Z,2011-12-16T00:00:00.000Z
27274,0,0,Closed,2014-03-14T00:00:00.000Z,2014-03-14T00:00:00.000Z,2012-01-25T00:00:00.000Z
27275,0,0,Closed,2014-06-19T00:00:00.000Z,2014-06-19T00:00:00.000Z,2012-02-24T00:00:00.000Z
27276,0,0,Closed,2016-03-29T00:00:00.000Z,2016-03-29T00:00:00.000Z,2012-11-20T00:00:00.000Z
27278,1,1,Closed,2022-07-08T00:00:00.000Z,2022-07-08T00:00:00.000Z,2012-10-23T00:00:00.000Z
27279,0,0,Closed,2019-08-21T00:00:00.000Z,2019-08-21T00:00:00.000Z,2013-11-12T00:00:00.000Z
27280,0,0,Closed,2018-09-25T00:00:00.000Z,2018-09-25T00:00:00.000Z,2012-11-05T00:00:00.000Z
27281,0,0,Closed,2014-10-10T00:00:00.000Z,2016-08-03T00:00:00.000Z,2014-10-10T00:00:00.000Z
27282,0,0,Closed,2008-02-04T00:00:00.000Z,2011-06-16T00:00:00.000Z,2008-02-04T00:00:00.000Z
27283,0,0,Closed,2011-10-24T00:00:00.000Z,2011-10-24T00:00:00.000Z,2008-04-07T00:00:00.000Z
27284,0,0,Closed,2011-12-05T00:00:00.000Z,2011-12-21T00:00:00.000Z,2007-05-07T00:00:00.000Z
27285,3,3,Closed,2009-05-18T00:00:00.000Z,2009-02-12T00:00:00.000Z,2006-04-25T00:00:00.000Z
27287,9,10,Closed,2009-11-13T00:00:00.000Z,2012-03-23T00:00:00.000Z,2005-09-06T00:00:00.000Z
27289,0,0,Closed,2009-03-26T00:00:00.000Z,2009-02-23T00:00:00.000Z,2007-01-25T00:00:00.000Z
27290,0,0,Closed,2006-08-15T00:00:00.000Z,2010-12-30T00:00:00.000Z,2006-08-15T00:00:00.000Z
27300,0,0,Closed,2013-01-18T00:00:00.000Z,2014-04-03T00:00:00.000Z,2013-01-18T00:00:00.000Z
27301,1,1,Closed,2016-02-11T00:00:00.000Z,2016-02-11T00:00:00.000Z,2012-11-07T00:00:00.000Z
27302,1,1,Closed,2016-08-18T00:00:00.000Z,2016-10-18T00:00:00.000Z,2013-03-19T00:00:00.000Z
27303,0,0,Closed,2016-10-11T00:00:00.000Z,2017-02-23T00:00:00.000Z,2014-10-20T00:00:00.000Z
27304,0,0,Closed,2019-04-18T00:00:00.000Z,2019-04-19T00:00:00.000Z,2013-10-02T00:00:00.000Z
27305,0,0,Closed,2018-07-31T00:00:00.000Z,2018-10-30T00:00:00.000Z,2014-01-27T00:00:00.000Z
27306,3,5,Closed,2015-07-27T00:00:00.000Z,2020-05-04T00:00:00.000Z,2014-06-26T00:00:00.000Z
27307,48,48,Closed,2017-06-26T00:00:00.000Z,2017-06-26T00:00:00.000Z,2012-10-11T00:00:00.000Z
27309,0,0,Closed,2016-10-05T00:00:00.000Z,2020-02-04T00:00:00.000Z,2014-11-22T00:00:00.000Z
27310,12,12,Closed,2005-03-02T00:00:00.000Z,2005-03-02T00:00:00.000Z,2005-03-02T00:00:00.000Z
27311,2,2,Closed,2005-03-02T00:00:00.000Z,2005-02-03T00:00:00.000Z,2004-02-13T00:00:00.000Z
27325,0,0,Closed,2011-10-06T00:00:00.000Z,2011-10-11T00:00:00.000Z,2007-06-20T00:00:00.000Z
27326,0,0,Closed,2013-09-17T00:00:00.000Z,2008-07-24T00:00:00.000Z,2007-05-01T00:00:00.000Z
27327,0,0,Closed,2014-10-23T00:00:00.000Z,2014-10-23T00:00:00.000Z,2009-04-21T00:00:00.000Z
27329,0,0,Closed,2017-06-07T00:00:00.000Z,2017-06-01T00:00:00.000Z,2015-03-23T00:00:00.000Z
27332,0,0,Closed,2018-12-03T00:00:00.000Z,2018-12-03T00:00:00.000Z,2015-04-22T00:00:00.000Z
27334,0,0,Closed,2022-01-05T00:00:00.000Z,2022-01-05T00:00:00.000Z,2015-08-18T00:00:00.000Z
27335,0,0,Closed,2007-08-22T00:00:00.000Z,2012-04-30T00:00:00.000Z,2007-09-06T00:00:00.000Z
27336,1,1,Closed,2006-09-28T00:00:00.000Z,2010-02-24T00:00:00.000Z,2006-09-29T00:00:00.000Z
27340,0,0,Closed,2020-01-22T00:00:00.000Z,2020-01-22T00:00:00.000Z,2009-03-30T00:00:00.000Z
27342,0,0,Closed,2013-01-07T00:00:00.000Z,2013-01-07T00:00:00.000Z,2009-06-05T00:00:00.000Z
27343,1460,1671,Closed,2019-11-19T00:00:00.000Z,2019-11-19T00:00:00.000Z,2009-09-30T00:00:00.000Z
27344,2,2,Closed,2013-01-29T00:00:00.000Z,2013-01-24T00:00:00.000Z,2010-01-21T00:00:00.000Z
27345,0,0,Closed,2016-04-21T00:00:00.000Z,2014-04-03T00:00:00.000Z,2009-07-01T00:00:00.000Z
27347,0,0,Closed,2019-12-16T00:00:00.000Z,2019-12-16T00:00:00.000Z,2011-04-06T00:00:00.000Z
27348,0,0,Closed,2013-04-17T00:00:00.000Z,2013-04-17T00:00:00.000Z,2010-08-10T00:00:00.000Z
27360,0,0,Closed,2014-12-18T00:00:00.000Z,2017-04-02T00:00:00.000Z,2015-01-08T00:00:00.000Z
27363,1,1,Closed,2021-03-31T00:00:00.000Z,2024-03-20T00:00:00.000Z,2021-03-31T00:00:00.000Z
27366,0,0,Closed,2016-10-18T00:00:00.000Z,2016-10-18T00:00:00.000Z,2013-01-29T00:00:00.000Z
27367,1,1,Closed,2013-09-19T00:00:00.000Z,2013-02-04T00:00:00.000Z,2011-12-15T00:00:00.000Z
27369,1,1,Closed,2013-07-31T00:00:00.000Z,2014-06-19T00:00:00.000Z,2011-05-24T00:00:00.000Z
27370,1,1,Closed,2015-05-28T00:00:00.000Z,2015-05-28T00:00:00.000Z,2013-01-03T00:00:00.000Z
27371,16,26,Closed,2019-01-07T00:00:00.000Z,2019-01-07T00:00:00.000Z,2012-04-05T00:00:00.000Z
27372,0,0,Closed,2012-09-25T00:00:00.000Z,2016-11-29T00:00:00.000Z,2012-09-25T00:00:00.000Z
27375,0,0,Closed,2013-01-23T00:00:00.000Z,2013-01-23T00:00:00.000Z,2012-02-24T00:00:00.000Z
27376,0,0,Closed,2014-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2011-06-15T00:00:00.000Z
27377,0,5,Closed,2015-08-04T00:00:00.000Z,2015-08-04T00:00:00.000Z,2015-08-04T00:00:00.000Z
27397,0,0,Closed,2021-11-18T00:00:00.000Z,2021-12-08T00:00:00.000Z,2016-10-18T00:00:00.000Z
27398,4,4,Closed,2019-04-29T00:00:00.000Z,2019-04-30T00:00:00.000Z,2009-08-11T00:00:00.000Z
27399,0,0,Closed,2015-10-09T00:00:00.000Z,2014-05-02T00:00:00.000Z,2010-10-08T00:00:00.000Z
27400,0,0,Closed,2013-12-19T00:00:00.000Z,2013-12-19T00:00:00.000Z,2009-04-02T00:00:00.000Z
27402,0,0,Closed,2008-01-07T00:00:00.000Z,2007-12-27T00:00:00.000Z,2002-01-29T00:00:00.000Z
27403,0,0,Closed,2012-11-20T00:00:00.000Z,2012-11-14T00:00:00.000Z,2003-01-02T00:00:00.000Z
27405,0,0,Closed,2009-06-12T00:00:00.000Z,2005-06-12T00:00:00.000Z,2004-10-20T00:00:00.000Z
27406,0,0,Closed,2009-01-08T00:00:00.000Z,2008-06-09T00:00:00.000Z,2003-01-17T00:00:00.000Z
27407,1,1,Closed,2008-12-15T00:00:00.000Z,2009-01-26T00:00:00.000Z,2004-12-13T00:00:00.000Z
27408,1,1,Closed,2006-03-08T00:00:00.000Z,2009-02-26T00:00:00.000Z,2006-03-08T00:00:00.000Z
27410,0,0,Closed,2006-12-27T00:00:00.000Z,2006-12-27T00:00:00.000Z,2004-06-23T00:00:00.000Z
27411,0,0,Closed,2005-06-30T00:00:00.000Z,2008-10-08T00:00:00.000Z,2003-11-13T00:00:00.000Z
27413,0,0,Closed,2009-02-06T00:00:00.000Z,2006-05-30T00:00:00.000Z,2009-02-06T00:00:00.000Z
27415,749,868,Closed,2016-02-24T00:00:00.000Z,2016-02-24T00:00:00.000Z,2009-09-16T00:00:00.000Z
27416,0,0,Closed,2011-06-02T00:00:00.000Z,2015-09-23T00:00:00.000Z,2011-06-02T00:00:00.000Z
27417,0,0,Closed,2011-04-05T00:00:00.000Z,2014-09-12T00:00:00.000Z,2011-04-05T00:00:00.000Z
27418,1,1,Closed,2015-07-01T00:00:00.000Z,2015-07-07T00:00:00.000Z,2011-07-21T00:00:00.000Z
27419,1,1,Closed,2015-06-04T00:00:00.000Z,2015-06-05T00:00:00.000Z,2011-07-21T00:00:00.000Z
27420,0,0,Closed,2010-09-10T00:00:00.000Z,2014-04-14T00:00:00.000Z,2010-09-10T00:00:00.000Z
27421,4,5,Closed,2013-07-22T00:00:00.000Z,2013-07-22T00:00:00.000Z,2010-12-03T00:00:00.000Z
27422,3,3,Closed,2015-09-22T00:00:00.000Z,2013-01-17T00:00:00.000Z,2010-10-07T00:00:00.000Z
27424,1,1,Closed,2019-09-16T00:00:00.000Z,2023-10-23T00:00:00.000Z,2019-09-16T00:00:00.000Z
27435,1,1,Closed,2019-06-11T00:00:00.000Z,2019-02-15T00:00:00.000Z,2010-12-20T00:00:00.000Z
27436,1,1,Closed,2014-03-24T00:00:00.000Z,2014-03-24T00:00:00.000Z,2011-06-07T00:00:00.000Z
27437,0,0,Closed,2017-07-18T00:00:00.000Z,2017-07-18T00:00:00.000Z,2011-05-11T00:00:00.000Z
27439,1,1,Closed,2013-05-06T00:00:00.000Z,2016-01-05T00:00:00.000Z,2013-05-06T00:00:00.000Z
27440,1,1,Closed,2011-07-05T00:00:00.000Z,2015-09-08T00:00:00.000Z,2011-07-05T00:00:00.000Z
27442,1,1,Closed,2013-05-02T00:00:00.000Z,2015-04-30T00:00:00.000Z,2012-05-30T00:00:00.000Z
27443,1,1,Closed,2013-12-16T00:00:00.000Z,2015-07-14T00:00:00.000Z,2010-11-03T00:00:00.000Z
27444,5,5,Closed,2014-09-29T00:00:00.000Z,2014-09-20T00:00:00.000Z,2010-08-04T00:00:00.000Z
27445,1,1,Closed,2010-12-17T00:00:00.000Z,2013-07-08T00:00:00.000Z,2010-12-17T00:00:00.000Z
27446,0,0,Closed,2016-10-26T00:00:00.000Z,2016-10-26T00:00:00.000Z,2012-03-29T00:00:00.000Z
27447,0,0,Closed,2014-10-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,2011-11-08T00:00:00.000Z
27450,0,0,Closed,2013-09-24T00:00:00.000Z,2012-10-02T00:00:00.000Z,2007-12-20T00:00:00.000Z
27452,0,0,Closed,2007-02-20T00:00:00.000Z,2013-11-06T00:00:00.000Z,2007-02-20T00:00:00.000Z
27453,2,3,Closed,2009-12-03T00:00:00.000Z,2009-12-14T00:00:00.000Z,2008-04-03T00:00:00.000Z
27454,3,3,Closed,2012-12-11T00:00:00.000Z,2012-12-11T00:00:00.000Z,2008-11-25T00:00:00.000Z
27455,3,3,Closed,2007-06-21T00:00:00.000Z,2007-07-11T00:00:00.000Z,2005-08-12T00:00:00.000Z
27456,1,1,Closed,2016-06-09T00:00:00.000Z,2016-06-10T00:00:00.000Z,2012-09-06T00:00:00.000Z
27468,4,15,Closed,2005-12-28T00:00:00.000Z,2003-02-06T00:00:00.000Z,2000-06-26T00:00:00.000Z
27469,0,0,Closed,2006-03-09T00:00:00.000Z,2007-11-19T00:00:00.000Z,2003-03-14T00:00:00.000Z
27470,0,0,Closed,2006-08-01T00:00:00.000Z,2005-10-28T00:00:00.000Z,2004-03-23T00:00:00.000Z
27487,0,0,Closed,2010-01-13T00:00:00.000Z,2010-01-12T00:00:00.000Z,2002-03-02T00:00:00.000Z
27488,0,0,Closed,2004-11-17T00:00:00.000Z,2013-12-05T00:00:00.000Z,2004-10-25T00:00:00.000Z
27491,2,2,Closed,2006-12-11T00:00:00.000Z,2006-12-11T00:00:00.000Z,2006-12-11T00:00:00.000Z
27492,0,0,Closed,2013-10-23T00:00:00.000Z,2013-10-23T00:00:00.000Z,2004-06-25T00:00:00.000Z
27493,1,2,Closed,2004-04-30T00:00:00.000Z,2004-04-30T00:00:00.000Z,1999-11-29T00:00:00.000Z
