,state,county,stateNumberCode,countyCode,disasterNumber,region,programArea,programFy
30143,Florida,St. Lucie,12,111,4468,4,HMGP,2020
30144,Oregon,Washington,41,67,1683,10,HMGP,2007
30145,Alabama,Mobile,1,97,1605,4,HMGP,2005
30146,Mississippi,Tallahatchie,28,135,1604,4,HMGP,2005
30147,Alabama,Cullman,1,43,1971,4,HMGP,2011
30148,North Dakota,Walsh,38,99,1879,8,HMGP,2010
30149,Montana,Statewide,30,0,1767,8,HMGP,2008
30150,Montana,Lake,30,47,1996,8,HMGP,2011
30151,Georgia,Evans,13,109,1973,4,HMGP,2011
30152,Alabama,Cullman,1,43,1971,4,HMGP,2011
30153,Idaho,Statewide,16,0,1987,10,HMGP,2011
30154,West Virginia,Greenbrier,54,25,4331,3,HMGP,2017
30155,Texas,Victoria,48,469,1999,6,HMGP,2011
30156,Louisiana,St. Tammany,22,103,4080,6,HMGP,2012
30157,Delaware,Statewide,10,0,1017,3,HMGP,1994
30158,Maine,York,23,31,1143,1,HMGP,1997
30159,Minnesota,Aitkin,27,1,1187,5,HMGP,1997
30160,Mississippi,Tallahatchie,28,135,1604,4,HMGP,2005
30161,Mississippi,Hancock,28,45,1604,4,HMGP,2005
30162,Louisiana,Vernon,22,115,1603,6,HMGP,2005
30163,Mississippi,George,28,39,1604,4,HMGP,2005
30164,Mississippi,Tallahatchie,28,135,1604,4,HMGP,2005
30165,Florida,Leon,12,73,1785,4,HMGP,2008
30166,Iowa,Butler,19,23,1763,7,HMGP,2008
30167,Louisiana,St. James,22,93,1603,6,HMGP,2005
30168,Iowa,Butler,19,23,1763,7,HMGP,2008
30169,Texas,Williamson,48,491,1791,6,HMGP,2008
30170,Nebraska,Dakota,31,43,1770,7,HMGP,2008
30171,Kentucky,Ohio,21,183,1818,4,HMGP,2009
30172,Puerto Rico,Ponce,72,113,1798,2,HMGP,2009
30173,Kentucky,Jefferson,21,111,1818,4,HMGP,2009
30174,Iowa,Buchanan,19,19,4184,7,HMGP,2014
30175,Washington,Okanogan,53,47,4188,10,HMGP,2014
30176,North Carolina,Robeson,37,155,4285,4,HMGP,2017
30177,Washington,Okanogan,53,47,5106,10,HMGP,2015
30178,New Mexico,Sierra,35,51,4199,6,HMGP,2015
30179,Kentucky,Warren,21,227,4239,4,HMGP,2015
30180,Mississippi,Tallahatchie,28,135,4248,4,HMGP,2016
30181,West Virginia,Greenbrier,54,25,4273,3,HMGP,2016
30182,California,Mariposa,6,43,4344,9,HMGP,2018
30183,Florida,Leon,12,73,4280,4,HMGP,2016
30184,Oklahoma,Logan,40,83,4299,6,HMGP,2017
30185,West Virginia,Greenbrier,54,25,4273,3,HMGP,2016
30186,West Virginia,Greenbrier,54,25,4273,3,HMGP,2016
30187,Florida,Hillsborough,12,57,1141,4,HMGP,1997
30188,Louisiana,St. Tammany,22,103,1049,6,HMGP,1995
30196,Utah,Davis,49,11,4311,8,HMGP,2017
30197,Idaho,Statewide,16,0,5263,10,HMGP,2018
30198,Mississippi,Tallahatchie,28,135,4314,4,HMGP,2017
30199,California,Napa,6,55,4353,9,HMGP,2018
30200,Georgia,Randolph,13,243,4685,4,HMGP,2023
30203,Texas,Erath,48,143,4586,6,HMGP,2021
30214,New York,Clinton,36,19,4694,2,HMGP,2023
30215,New York,Putnam,36,79,4694,2,HMGP,2023
30216,Florida,Hillsborough,12,57,4673,4,HMGP,2022
30217,Texas,Webb,48,479,4705,6,HMGP,2023
30218,Illinois,Madison,17,119,4728,5,HMGP,2023
30219,Connecticut,New Haven,9,9,1302,1,HMGP,1999
30220,North Carolina,Catawba,37,35,1312,4,HMGP,2000
30221,North Carolina,Moore,37,125,1448,4,HMGP,2003
30222,Tennessee,Madison,47,113,1464,4,HMGP,2003
30223,Texas,Calhoun,48,57,4332,6,HMGP,2017
30224,South Carolina,Greenville,45,45,4479,4,HMGP,2020
30225,Texas,Hutchinson,48,233,5233,6,HMGP,2018
30226,Pennsylvania,Statewide,42,0,4506,3,HMGP,2020
30239,Indiana,Tippecanoe,18,157,1573,5,HMGP,2005
30240,Alabama,Mobile,1,97,1549,4,HMGP,2004
30241,South Carolina,Darlington,45,31,1547,4,HMGP,2004
30242,South Carolina,Richland,45,79,1547,4,HMGP,2004
30244,Connecticut,Statewide,9,0,4410,1,HMGP,2019
30245,Oregon,Washington,41,67,5327,10,HMGP,2020
30246,Puerto Rico,Maunabo,72,95,4339,2,HMGP,2017
30247,Hawaii,Statewide,15,0,4510,9,HMGP,2020
30248,Rhode Island,Statewide,44,0,4505,1,HMGP,2020
30249,Tennessee,White,47,185,4427,4,HMGP,2019
30250,California,Butte,6,7,4407,9,HMGP,2019
30251,Mississippi,Tallahatchie,28,135,4429,4,HMGP,2019
30252,North Carolina,Hyde,37,95,4393,4,HMGP,2018
30253,California,Mariposa,6,43,5293,9,HMGP,2020
30254,Montana,Cascade,30,13,5324,8,HMGP,2020
30255,Idaho,Statewide,16,0,4589,10,HMGP,2021
30256,Georgia,Dougherty,13,95,4400,4,HMGP,2019
30257,Washington,Chelan,53,7,5320,10,HMGP,2020
30258,Northern Mariana Islands,Rota,69,100,4404,9,HMGP,2019
30259,Tennessee,Henry,47,79,4541,4,HMGP,2020
30260,Mississippi,Hancock,28,45,4536,4,HMGP,2020
30261,Florida,Citrus,12,17,4068,4,HMGP,2012
30262,Oklahoma,Grady,40,51,4064,6,HMGP,2012
30263,Pennsylvania,Warren,42,123,4030,3,HMGP,2011
30264,Pennsylvania,Bradford,42,15,4030,3,HMGP,2011
30265,Tennessee,Hamblen,47,63,4060,4,HMGP,2012
30266,Kansas,Saline,20,169,4150,7,HMGP,2014
30267,Montana,Cascade,30,13,1996,8,HMGP,2011
30268,Alaska,Skagway Municipality,2,230,4244,10,HMGP,2016
30283,Maine,York,23,31,1755,1,HMGP,2008
30284,Illinois,Menard,17,129,1771,5,HMGP,2008
30285,Florida,Gadsden,12,39,1785,4,HMGP,2008
30286,Minnesota,Pine,27,115,1772,5,HMGP,2008
30294,Idaho,Adams,16,3,1154,10,HMGP,1997
30295,Minnesota,Goodhue,27,49,1175,5,HMGP,1997
30296,North Dakota,Statewide,38,0,1118,8,HMGP,1996
30297,Delaware,Statewide,10,0,1017,3,HMGP,1994
30298,Indiana,Vigo,18,167,1766,5,HMGP,2008
30299,Kentucky,Jefferson,21,111,1818,4,HMGP,2009
30300,Wisconsin,Columbia,55,21,1944,5,HMGP,2011
30301,Arkansas,Miller,5,91,1861,6,HMGP,2010
30302,Iowa,Montgomery,19,137,1763,7,HMGP,2008
30303,Kentucky,Barren,21,9,1818,4,HMGP,2009
30304,Kentucky,Jefferson,21,111,1841,4,HMGP,2009
30305,Iowa,Webster,19,187,1877,7,HMGP,2010
30306,Tennessee,Henry,47,79,1909,4,HMGP,2010
30307,Kentucky,Warren,21,227,1925,4,HMGP,2010
30308,Iowa,Jasper,19,99,1930,7,HMGP,2010
30309,Montana,Lewis and Clark,30,49,1996,8,HMGP,2011
30310,Tennessee,Henry,47,79,1909,4,HMGP,2010
30311,Missouri,Statewide,29,0,1934,7,HMGP,2010
30312,Florida,Leon,12,73,4399,4,HMGP,2019
30313,Washington,Okanogan,53,47,4584,10,HMGP,2021
30314,Pennsylvania,Dauphin,42,43,4618,3,HMGP,2021
30315,Virginia,Mecklenburg,51,117,4512,3,HMGP,2020
30316,Nebraska,Webster,31,181,4521,7,HMGP,2020
30317,Oregon,Washington,41,67,4499,10,HMGP,2020
30318,Vermont,Orleans,50,19,4022,1,HMGP,2011
30319,Iowa,Jasper,19,99,4114,7,HMGP,2013
30320,Louisiana,St. James,22,93,1792,6,HMGP,2008
30321,Nebraska,Seward,31,159,4156,7,HMGP,2014
30322,Mississippi,Tallahatchie,28,135,4175,4,HMGP,2014
30323,Indiana,Allen,18,3,4173,5,HMGP,2014
30324,Kentucky,Warren,21,227,4196,4,HMGP,2014
30325,South Carolina,Richland,45,79,4241,4,HMGP,2016
30326,Alabama,Cullman,1,43,4251,4,HMGP,2016
30327,Northern Mariana Islands,Rota,69,100,4235,9,HMGP,2015
30333,Kentucky,Warren,21,227,4358,4,HMGP,2018
30334,Idaho,Statewide,16,0,4443,10,HMGP,2019
30335,Puerto Rico,Salinas,72,123,4339,2,HMGP,2017
30336,Northern Mariana Islands,Rota,69,100,4404,9,HMGP,2019
30337,Kentucky,Bath,21,11,4540,4,HMGP,2020
30338,Washington,Chelan,53,7,5320,10,HMGP,2020
30339,Nebraska,Hall,31,79,4521,7,HMGP,2020
30340,Pennsylvania,Statewide,42,0,4030,3,HMGP,2011
30341,Alabama,Mobile,1,97,4082,4,HMGP,2012
30342,North Dakota,Statewide,38,0,4128,8,HMGP,2013
30357,Texas,Eastland,48,133,4272,6,HMGP,2016
30358,Missouri,Statewide,29,0,4317,7,HMGP,2017
30359,Florida,Citrus,12,17,4280,4,HMGP,2016
30360,Washington,Chelan,53,7,5182,10,HMGP,2017
30361,Georgia,Camden,13,39,4284,4,HMGP,2017
30362,West Virginia,Greenbrier,54,25,4273,3,HMGP,2016
30363,West Virginia,Greenbrier,54,25,4273,3,HMGP,2016
30366,Montana,Statewide,30,0,4198,8,HMGP,2015
30367,Connecticut,Statewide,9,0,4213,1,HMGP,2015
30368,Michigan,Oakland,26,125,4195,5,HMGP,2014
30369,South Carolina,Richland,45,79,4241,4,HMGP,2016
30370,Texas,Jim Wells,48,249,4223,6,HMGP,2015
30371,Tennessee,Henry,47,79,4211,4,HMGP,2015
30372,Missouri,Statewide,29,0,4250,7,HMGP,2016
30373,Louisiana,Franklin,22,41,4263,6,HMGP,2016
30374,West Virginia,Greenbrier,54,25,4273,3,HMGP,2016
30375,Alabama,Cullman,1,43,4362,4,HMGP,2018
30378,Alabama,Cherokee,1,19,1605,4,HMGP,2005
30379,Mississippi,Hancock,28,45,1604,4,HMGP,2005
30380,Mississippi,George,28,39,1604,4,HMGP,2005
30381,Montana,Statewide,30,0,4172,8,HMGP,2014
30382,Minnesota,Pope,27,121,4069,5,HMGP,2012
30383,West Virginia,Greenbrier,54,25,4071,3,HMGP,2012
30384,Idaho,Statewide,16,0,1781,10,HMGP,2008
30385,South Carolina,Greenville,45,45,4166,4,HMGP,2014
30386,Arkansas,Chicot,5,17,4174,6,HMGP,2014
30387,California,Napa,6,55,4193,9,HMGP,2014
30388,Mississippi,Attala,28,7,4697,4,HMGP,2023
30389,Florida,Gadsden,12,39,4673,4,HMGP,2022
30390,Florida,Hillsborough,12,57,4673,4,HMGP,2022
30391,California,Del Norte,6,15,4750,9,HMGP,2024
30392,Texas,Calhoun,48,57,1791,6,HMGP,2008
30393,Louisiana,St. Tammany,22,103,1792,6,HMGP,2008
30394,American Samoa,Statewide,60,0,1859,9,HMGP,2009
30395,West Virginia,Greenbrier,54,25,1838,3,HMGP,2009
30396,Texas,McCulloch,48,307,1780,6,HMGP,2008
30397,Kentucky,Jefferson,21,111,1841,4,HMGP,2009
30398,Alabama,Mobile,1,97,1870,4,HMGP,2010
30399,Georgia,Stewart,13,259,1858,4,HMGP,2009
30400,Kentucky,Jefferson,21,111,1855,4,HMGP,2009
30401,Montana,Statewide,30,0,1996,8,HMGP,2011
30402,Hawaii,Statewide,15,0,1814,9,HMGP,2009
30403,Kentucky,Breckinridge,21,27,1818,4,HMGP,2009
30404,Iowa,Buchanan,19,19,1930,7,HMGP,2010
30405,Alabama,Pike,1,109,1971,4,HMGP,2011
30406,Wisconsin,Columbia,55,21,1933,5,HMGP,2010
30407,Pennsylvania,Montgomery,42,91,4030,3,HMGP,2011
30414,West Virginia,Logan,54,45,1378,3,HMGP,2001
30415,Tennessee,Lawrence,47,99,1441,4,HMGP,2003
30416,Ohio,Logan,39,91,1444,5,HMGP,2003
30417,Michigan,Cheboygan,26,31,1346,5,HMGP,2001
30418,Washington,Clark,53,11,1361,10,HMGP,2001
30419,Arkansas,Miller,5,91,1354,6,HMGP,2001
30420,Arkansas,Columbia,5,27,1266,6,HMGP,1999
30421,Missouri,Reynolds,29,179,1403,7,HMGP,2002
30422,South Carolina,Greenville,45,45,1625,4,HMGP,2006
30423,Missouri,Statewide,29,0,1760,7,HMGP,2008
30424,Texas,Victoria,48,469,1780,6,HMGP,2008
30425,Illinois,Richland,17,159,1800,5,HMGP,2009
30426,Kentucky,Barren,21,9,1818,4,HMGP,2009
30427,North Dakota,Statewide,38,0,1829,8,HMGP,2009
30428,Kentucky,Jefferson,21,111,1855,4,HMGP,2009
30429,Tennessee,Williamson,47,187,1909,4,HMGP,2010
30430,Alabama,Cherokee,1,19,1971,4,HMGP,2011
30434,Ohio,Summit,39,153,4507,5,HMGP,2020
30435,Iowa,Fayette,19,65,4483,7,HMGP,2020
30446,Pennsylvania,Montgomery,42,91,1684,3,HMGP,2007
30447,Alabama,Pike,1,109,1605,4,HMGP,2005
30448,Kansas,Jefferson,20,87,1675,7,HMGP,2007
30449,Louisiana,St. Tammany,22,103,1607,6,HMGP,2005
30450,Maine,York,23,31,1693,1,HMGP,2007
30451,Alabama,Mobile,1,97,1605,4,HMGP,2005
30463,West Virginia,Greenbrier,54,25,1918,3,HMGP,2010
30464,Texas,Williamson,48,491,1999,6,HMGP,2011
30465,Mississippi,Monroe,28,95,1972,4,HMGP,2011
30466,Missouri,Statewide,29,0,1631,7,HMGP,2006
30467,Mississippi,Hancock,28,45,1604,4,HMGP,2005
30468,Oklahoma,Okmulgee,40,111,1723,6,HMGP,2007
30475,Connecticut,Statewide,9,0,4500,1,HMGP,2020
30476,Arkansas,Cleveland,5,25,4518,6,HMGP,2020
30477,California,Napa,6,55,4482,9,HMGP,2020
30478,Kentucky,Barren,21,9,4497,4,HMGP,2020
30479,Texas,Palo Pinto,48,363,4485,6,HMGP,2020
30480,Ohio,Putnam,39,137,4424,5,HMGP,2019
30496,Alabama,Mobile,1,97,4563,4,HMGP,2020
30497,California,Butte,6,7,4558,9,HMGP,2020
30498,Utah,Davis,49,11,4525,8,HMGP,2020
30499,Florida,Hillsborough,12,57,4486,4,HMGP,2020
30500,South Carolina,Cherokee,45,21,4166,4,HMGP,2014
30501,Hawaii,Statewide,15,0,4194,9,HMGP,2014
30502,Washington,Okanogan,53,47,4188,10,HMGP,2014
30503,Missouri,Laclede,29,105,4238,7,HMGP,2015
30504,Nebraska,Otoe,31,131,4225,7,HMGP,2015
30505,Texas,Palo Pinto,48,363,4272,6,HMGP,2016
30506,Alabama,Cullman,1,43,4251,4,HMGP,2016
30507,Iowa,Butler,19,23,4289,7,HMGP,2017
30508,Louisiana,St. James,22,93,4277,6,HMGP,2016
30509,New Hampshire,Strafford,33,17,4329,1,HMGP,2017
30510,Hawaii,Statewide,15,0,4366,9,HMGP,2018
30511,South Carolina,Cherokee,45,21,4286,4,HMGP,2017
30512,Delaware,Statewide,10,0,4566,3,HMGP,2021
30513,Vermont,Orange,50,17,840,1,HMGP,1989
30514,Florida,Citrus,12,17,1141,4,HMGP,1997
30515,Louisiana,St. Tammany,22,103,1049,6,HMGP,1995
30516,Delaware,Statewide,10,0,933,3,HMGP,1992
30517,Montana,Statewide,30,0,1183,8,HMGP,1997
30518,Maine,York,23,31,1143,1,HMGP,1997
30520,North Dakota,Statewide,38,0,1050,8,HMGP,1995
30521,Mississippi,Hancock,28,45,1051,4,HMGP,1995
30522,Florida,St. Lucie,12,111,1074,4,HMGP,1996
30523,Maine,York,23,31,1143,1,HMGP,1997
30524,Kentucky,Daviess,21,59,1163,4,HMGP,1997
30525,Tennessee,Madison,47,113,1010,4,HMGP,1994
30526,South Carolina,Darlington,45,31,843,4,HMGP,1989
30527,New York,Clinton,36,19,4020,2,HMGP,2011
30528,Wisconsin,Kenosha,55,59,1966,5,HMGP,2011
30529,North Carolina,Hyde,37,95,4019,4,HMGP,2011
30530,Alabama,Pike,1,109,1971,4,HMGP,2011
30531,Missouri,Statewide,29,0,4012,7,HMGP,2011
30532,Utah,Davis,49,11,4088,8,HMGP,2013
30533,Illinois,Mercer,17,131,4116,5,HMGP,2013
30534,Vermont,Orleans,50,19,1101,1,HMGP,1996
30535,Texas,Victoria,48,469,900,6,HMGP,1991
30536,Texas,Victoria,48,469,900,6,HMGP,1991
30537,Texas,Tom Green,48,451,1056,6,HMGP,1995
30538,California,Butte,6,7,1155,9,HMGP,1997
30539,North Dakota,Statewide,38,0,1001,8,HMGP,1993
30540,North Dakota,Statewide,38,0,1001,8,HMGP,1993
30541,Vermont,Orange,50,17,938,1,HMGP,1992
30542,Texas,Shelby,48,419,4586,6,HMGP,2021
30543,Texas,Williamson,48,491,4586,6,HMGP,2021
30544,Pennsylvania,Dauphin,42,43,4506,3,HMGP,2020
30545,California,Mono,6,51,4482,9,HMGP,2020
30546,Pennsylvania,Montgomery,42,91,4506,3,HMGP,2020
30547,Arkansas,Hempstead,5,57,4518,6,HMGP,2020
30548,Puerto Rico,Coamo,72,43,4339,2,HMGP,2017
30549,South Dakota,Gregory,46,53,4527,8,HMGP,2020
30550,Texas,Eastland,48,133,4485,6,HMGP,2020
30551,Mississippi,Clay,28,25,4626,4,HMGP,2022
30552,Pennsylvania,Statewide,42,0,4618,3,HMGP,2021
30553,Kentucky,Carter,21,43,4595,4,HMGP,2021
30554,Pennsylvania,Dauphin,42,43,4506,3,HMGP,2020
30555,Colorado,Lake,8,65,4498,8,HMGP,2020
30556,North Dakota,Statewide,38,0,4509,8,HMGP,2020
30557,Georgia,Camden,13,39,4501,4,HMGP,2020
30558,Kentucky,Floyd,21,71,4497,4,HMGP,2020
30559,Hawaii,Statewide,15,0,4604,9,HMGP,2021
30560,Puerto Rico,Utuado,72,141,4339,2,HMGP,2017
30561,Michigan,Midland,26,111,4326,5,HMGP,2017
30562,Alabama,Calhoun,1,15,4362,4,HMGP,2018
30563,New York,Niagara,36,63,4348,2,HMGP,2018
30564,Idaho,Lewis,16,61,4443,10,HMGP,2019
30576,North Carolina,Robeson,37,155,4393,4,HMGP,2018
30577,South Carolina,Greenville,45,45,4394,4,HMGP,2018
30578,Wisconsin,Winnebago,55,139,4383,5,HMGP,2018
30579,South Carolina,Marlboro,45,69,4394,4,HMGP,2018
30580,Alabama,Calhoun,1,15,4362,4,HMGP,2018
30581,California,Butte,6,7,4407,9,HMGP,2019
30582,Florida,Martin,12,85,4399,4,HMGP,2019
30593,Texas,Jim Wells,48,249,4255,6,HMGP,2016
30594,West Virginia,Greenbrier,54,25,4273,3,HMGP,2016
30595,South Carolina,Richland,45,79,4286,4,HMGP,2017
30596,Washington,Chelan,53,7,5182,10,HMGP,2017
30597,Hawaii,Statewide,15,0,4282,9,HMGP,2017
30598,Texas,Victoria,48,469,4332,6,HMGP,2017
30599,Oregon,Marion,41,47,4258,10,HMGP,2016
30600,Pennsylvania,Statewide,42,0,4408,3,HMGP,2019
30601,Alabama,Calhoun,1,15,4362,4,HMGP,2018
30602,Florida,Martin,12,85,4468,4,HMGP,2020
30603,South Carolina,Richland,45,79,4542,4,HMGP,2020
30604,Florida,Martin,12,85,4399,4,HMGP,2019
30605,Puerto Rico,Ponce,72,113,4339,2,HMGP,2017
30610,Utah,Davis,49,11,5317,8,HMGP,2020
30611,Washington,Chelan,53,7,5320,10,HMGP,2020
30617,California,Butte,6,7,4683,9,HMGP,2023
30621,Kentucky,Jefferson,21,111,1818,4,HMGP,2009
30622,Texas,Webb,48,479,1931,6,HMGP,2010
30623,Arizona,Navajo,4,17,1940,9,HMGP,2011
30624,Missouri,Statewide,29,0,4144,7,HMGP,2013
30625,Puerto Rico,Salinas,72,123,4339,2,HMGP,2017
30626,Oregon,Washington,41,67,5446,10,HMGP,2022
30627,Utah,Davis,49,11,4548,8,HMGP,2020
30628,Mississippi,Attala,28,7,4697,4,HMGP,2023
30629,Florida,Hillsborough,12,57,4673,4,HMGP,2022
30630,Tennessee,Madison,47,113,1909,4,HMGP,2010
30631,Nebraska,Otoe,31,131,1902,7,HMGP,2010
30632,Alabama,Cherokee,1,19,1971,4,HMGP,2011
30633,Alabama,Cullman,1,43,1971,4,HMGP,2011
30634,New York,Putnam,36,79,4020,2,HMGP,2011
30635,Hawaii,Statewide,15,0,1348,9,HMGP,2001
30636,Montana,Statewide,30,0,1385,8,HMGP,2001
30637,Missouri,Statewide,29,0,1412,7,HMGP,2002
30638,Northern Mariana Islands,Rota,69,100,1447,9,HMGP,2003
30639,North Dakota,Statewide,38,0,1645,8,HMGP,2006
30640,North Dakota,Statewide,38,0,1515,8,HMGP,2004
30641,Louisiana,St. James,22,93,1603,6,HMGP,2005
30642,North Dakota,Walsh,38,99,1621,8,HMGP,2006
30643,Florida,St. Lucie,12,111,1545,4,HMGP,2004
30644,Florida,Hillsborough,12,57,1545,4,HMGP,2004
30645,Florida,Citrus,12,17,1561,4,HMGP,2004
30646,Puerto Rico,Utuado,72,141,1552,2,HMGP,2004
30647,Alabama,Mobile,1,97,1605,4,HMGP,2005
30648,Florida,Citrus,12,17,1545,4,HMGP,2004
30657,New York,Clinton,36,19,1415,2,HMGP,2002
30658,Kentucky,Daviess,21,59,1320,4,HMGP,2000
30659,Michigan,Macomb,26,99,1346,5,HMGP,2001
30660,Florida,Leon,12,73,1344,4,HMGP,2001
30661,Georgia,Bulloch,13,31,1315,4,HMGP,2000
30662,New York,Schuyler,36,97,1486,2,HMGP,2003
30663,Arkansas,Hempstead,5,57,1354,6,HMGP,2001
30664,Wisconsin,Portage,55,97,1429,5,HMGP,2002
30665,Florida,Hillsborough,12,57,1539,4,HMGP,2004
30666,Alabama,Elmore,1,51,1605,4,HMGP,2005
30667,Oklahoma,Grady,40,51,1678,6,HMGP,2007
30668,Louisiana,St. Tammany,22,103,1603,6,HMGP,2005
30669,Alabama,Elmore,1,51,1605,4,HMGP,2005
30670,Alabama,Elmore,1,51,1605,4,HMGP,2005
30671,Louisiana,St. Tammany,22,103,1603,6,HMGP,2005
30672,Missouri,Jackson,29,95,1673,7,HMGP,2007
30673,Alabama,Mobile,1,97,1605,4,HMGP,2005
30674,Wisconsin,Kenosha,55,59,1719,5,HMGP,2007
30675,Louisiana,St. James,22,93,1603,6,HMGP,2005
30676,Mississippi,Hancock,28,45,1604,4,HMGP,2005
30679,Texas,Victoria,48,469,4029,6,HMGP,2011
30680,New Jersey,Salem,34,33,4086,2,HMGP,2013
30681,Ohio,Putnam,39,137,4077,5,HMGP,2012
30682,Louisiana,St. Tammany,22,103,1786,6,HMGP,2008
30683,Vermont,Orleans,50,19,4022,1,HMGP,2011
30684,Missouri,Statewide,29,0,4130,7,HMGP,2013
30685,West Virginia,Upshur,54,97,4132,3,HMGP,2013
30686,Missouri,Statewide,29,0,4200,7,HMGP,2015
30687,Ohio,Preble,39,135,4098,5,HMGP,2013
30710,Missouri,Jackson,29,95,4451,7,HMGP,2019
30711,Iowa,Webster,19,187,4557,7,HMGP,2020
30712,North Carolina,Robeson,37,155,4393,4,HMGP,2018
30713,Missouri,Statewide,29,0,4552,7,HMGP,2020
30714,Utah,Box Elder,49,3,4525,8,HMGP,2020
30715,Washington,Chelan,53,7,5320,10,HMGP,2020
30716,Alabama,Pike,1,109,4554,4,HMGP,2020
30717,Oklahoma,Okmulgee,40,111,4575,6,HMGP,2021
30718,New York,Madison,36,53,4472,2,HMGP,2020
30719,West Virginia,Wyoming,54,109,4517,3,HMGP,2020
30720,Alabama,Calhoun,1,15,4596,4,HMGP,2021
30721,Alabama,Elmore,1,51,4554,4,HMGP,2020
30733,Oregon,Marion,41,47,1099,10,HMGP,1996
30734,New York,Clinton,36,19,1148,2,HMGP,1997
30735,Delaware,Statewide,10,0,976,3,HMGP,1993
30736,Minnesota,Goodhue,27,49,1175,5,HMGP,1997
30737,Delaware,Statewide,10,0,933,3,HMGP,1992
30738,Pennsylvania,Crawford,42,39,1130,3,HMGP,1996
30739,Missouri,Statewide,29,0,1809,7,HMGP,2009
30740,Kentucky,Warren,21,227,1818,4,HMGP,2009
30741,Georgia,Bulloch,13,31,1858,4,HMGP,2009
30742,Kentucky,Jefferson,21,111,1818,4,HMGP,2009
30743,Iowa,Webster,19,187,1763,7,HMGP,2008
30744,Kentucky,Jefferson,21,111,1841,4,HMGP,2009
30745,Tennessee,Madison,47,113,1909,4,HMGP,2010
30746,South Dakota,Miner,46,97,1887,8,HMGP,2010
30747,Kentucky,Jefferson,21,111,1855,4,HMGP,2009
30748,Georgia,Bacon,13,5,1858,4,HMGP,2009
30749,American Samoa,Statewide,60,0,1859,9,HMGP,2009
30750,Puerto Rico,Rio Grande,72,119,4339,2,HMGP,2017
30751,Pennsylvania,Lackawanna,42,69,1015,3,HMGP,1994
30752,Pennsylvania,Lackawanna,42,69,1015,3,HMGP,1994
30753,Pennsylvania,Lackawanna,42,69,1093,3,HMGP,1996
30754,North Dakota,Statewide,38,0,1050,8,HMGP,1995
30755,Georgia,Dougherty,13,95,1033,4,HMGP,1994
30756,Rhode Island,Statewide,44,0,913,1,HMGP,1991
30757,Illinois,Adams,17,1,997,5,HMGP,1993
30758,Pennsylvania,Montgomery,42,91,4025,3,HMGP,2011
30759,Connecticut,New Haven,9,9,4087,1,HMGP,2013
30760,Oklahoma,Payne,40,119,4315,6,HMGP,2017
30761,Nebraska,Hamilton,31,81,4325,7,HMGP,2017
30762,Texas,Williamson,48,491,4332,6,HMGP,2017
30763,Alabama,Calhoun,1,15,4362,4,HMGP,2018
30764,Florida,Leon,12,73,4399,4,HMGP,2019
30765,Wyoming,Big Horn,56,3,4327,8,HMGP,2017
30766,North Carolina,Hyde,37,95,5161,4,HMGP,2017
30767,Puerto Rico,Ponce,72,113,4339,2,HMGP,2017
30768,Iowa,Jasper,19,99,996,7,HMGP,1993
30769,Illinois,Adams,17,1,997,5,HMGP,1993
30770,Iowa,Harrison,19,85,996,7,HMGP,1993
30771,Connecticut,Statewide,9,0,9001,1,PDM,2000
30772,Louisiana,St. Tammany,22,103,1049,6,HMGP,1995
30773,Minnesota,Swift,27,151,1078,5,HMGP,1996
30775,Louisiana,St. Tammany,22,103,1049,6,HMGP,1995
30776,North Dakota,Statewide,38,0,1050,8,HMGP,1995
30777,North Dakota,Statewide,38,0,1050,8,HMGP,1995
30778,Nebraska,Saline,31,151,998,7,HMGP,1993
30780,North Dakota,Statewide,38,0,1050,8,HMGP,1995
30781,Hawaii,Statewide,15,0,961,9,HMGP,1992
30782,Louisiana,Franklin,22,41,4611,6,HMGP,2021
30783,Louisiana,St. Tammany,22,103,4611,6,HMGP,2021
30784,Texas,Victoria,48,469,1780,6,HMGP,2008
30785,Kentucky,Barren,21,9,1818,4,HMGP,2009
30786,Tennessee,Williamson,47,187,1909,4,HMGP,2010
30787,Puerto Rico,Ponce,72,113,1798,2,HMGP,2009
30788,Alabama,Elmore,1,51,1835,4,HMGP,2009
30789,Idaho,Statewide,16,0,1927,10,HMGP,2010
30790,Illinois,Madison,17,119,4489,5,HMGP,2020
30791,Nebraska,Hamilton,31,81,4616,7,HMGP,2021
30792,Kentucky,Laurel,21,125,4057,4,HMGP,2012
30793,Pennsylvania,Washington,42,125,4030,3,HMGP,2011
30794,Kentucky,Floyd,21,71,4196,4,HMGP,2014
30795,Arkansas,Stone,5,137,4174,6,HMGP,2014
30796,Kentucky,Floyd,21,71,4196,4,HMGP,2014
30797,Florida,Gadsden,12,39,1035,4,HMGP,1994
30799,Kentucky,Jefferson,21,111,4358,4,HMGP,2018
30800,Florida,St. Lucie,12,111,4337,4,HMGP,2017
30801,Kentucky,Ohio,21,183,4540,4,HMGP,2020
30802,North Carolina,Hyde,37,95,4465,4,HMGP,2020
30803,Pennsylvania,Statewide,42,0,4030,3,HMGP,2011
30804,Puerto Rico,Maunabo,72,95,1919,2,HMGP,2010
30805,Pennsylvania,Montgomery,42,91,4003,3,HMGP,2011
30806,New York,Schuyler,36,97,4020,2,HMGP,2011
