,projectAmount,initialObligationAmount,federalShareObligated,costSharePercentage,benefitCostRatio,netValueBenefits
30672,1200000,942460,900000,0.75,2.38,2858228
30674,1456317,1079928,1092238,0.75,1.47,2113325
30675,15300,115648,15300,1,2.77,317293
30679,3989885,2325000,2992413.2,0.75,1.19,2940051
30680,800000,600000,600000,0.75,0,0
30681,928012,746077,687360,0.74,0,0
30682,5376496,1171857,4032372,0.75,4.21,85036900
30683,12097,11814,9073,0.75,0,0
30684,18458,28037,18458,1,0,0
30685,79710,65502,59782,0.75,45.59,4682872
30686,49304,18748,49304,1,0,0
30687,717416,187500,535500,0.75,7.61,5575985
30710,88902.27,66935.02,66676.69,0.75,0,0
30712,412227.27,280000,309170.45,0.75,0,0
30713,162510.36,65437.12,162510.36,1,0,0
30714,10763500,360000,9687150,0.9,1.44,15521617
30715,319808.26,180000,239856.2,0.75,2.04,652866
30716,7500,6750,6750,0.9,0,0
30717,150000,112500,135000,0.9,0,0
30718,80000,64000,60000,0.75,0,0
30721,73952,53965.96,66556.8,0.9,0,0
30739,983,144269,983,1,0,0
30740,94450,63300,70832,0.75,0,0
30741,26667,20000,20000,0.75,0,0
30743,2568225,3410137,1926169,0.75,1.18,5348339
30744,135261,101446,101446,0.75,0,0
30745,0,1310076,0,0.75,1.72,2795297
30746,20500,15375,15375,0.75,0,0
30748,19791,18000,14844,0.75,0,0
30749,1420632,1712953,1278569,0.9,2.58,4905944
30758,4279520,920460,3209639,0.75,1.29,6698236
30759,0,68175,0,0.75,0,0
30760,1757615.33,2156001.75,1318211.49,0.75,2.25,6470361
30761,549305.16,262350,411978.87,0.75,17.12,19014351
30763,66273.91,50166,49705.43,0.75,12.17,889637
30764,692976,542855.52,519732,0.75,1.2,1055368
30765,33210,24907.5,24907.5,0.75,0,0
30766,786960,590220,590220,0.75,1.33,1050000
30784,31674,43301,23756,0.75,2.56,147900
30785,77815,54780,58361,0.75,4.77,400925
30786,795470,600469,596602,0.75,0,0
30787,465000,348758,348750,0.75,1.25,632585
30788,217469,223728,163102,0.75,0,0
30789,44192,33144,33144,0.75,0,0
30791,85587,77028.3,77028.3,0.9,1.79,119562
30792,33104,26512,24826,0.75,0,0
30793,54741,44528,39899,0.75,0,0
30794,435258.62,41250,292333.28,0.67,2.03,972317
30795,10000,7500,7500,0.75,0,0
30796,409000,34125,306750,0.75,1.83,800306
30799,639200,441900,479400,0.75,18.49,12174817
30800,698064,1078451.25,523548,0.75,2.02,2944554
30801,21530,17224,19377,0.9,0,0
30802,170586.82,61530.4,127940.12,0.75,2.11,360000
30803,1867350,438808,1867349.7,1,0,0
30805,779467,673500,584610,0.75,2.18,2068590
30806,46014,37500,34511,0.75,0,0
30807,627624,523762,627624,1,0,0
30808,24960,18720,18720,0.75,0,0
30809,568651,87225,426488,0.75,3.57,2643226
30814,947000,121800,116000,1,1.5,1929761
30817,182345.98,145876.78,136759.49,0.75,0,0
30818,90980,86422,81882,0.9,1,90980
30820,84000,66831,0,0.75,1.66,139680
30829,304476,228357,228357,0.75,1.75,533472
30835,1537,1053,1008,0.66,0,0
30836,0,109888,0,0.75,0,0
30837,100000,39195,0,0.75,0,0
30838,27250,21681,20438,0.75,2.74,103761
30840,158267,124093,118700,0.75,2.44,386551
30841,15518,12312,11639,0.75,0,0
30842,916414,458207,458207,0.5,1.49,1429537
30845,5258023.28,3324999.56,3324999.56,0.63,56.73,298277200
30852,0,1904023,0,0.75,0,0
30853,260321,311619,260321,1,0,0
30854,338480,804778,253860,0.75,4.34,1468606
30855,2932,10000,2199,0.75,0,0
30857,115178,43142,86384,0.75,2.08,338226
30858,81241,64635,60931,0.75,1.03,84000
30859,517444,401429,0,0.75,2.95,550269
30860,148090,117665,148090,1,0,0
30866,757700,478885,441000,0.58,0,0
30867,0,96717.53,0,0.75,1.38,175281
30869,487698,463306.28,438928.2,0.9,1.14,574701
30871,1560000,1208566,1170000,0.75,1.33,2146496
30872,63517,50535,47638,0.75,0,0
30873,645597,322554,310091,0.48,1.75,723262
30874,7664,9019,5748,0.75,0,0
30875,1161163,902419,870872,0.75,1.75,2026050
30877,108069,102959,71358,0.66,1.37,21420
30880,2690424.75,1667538,1667538,0.62,1.19,3362975
30881,1255984,941000,941000,0.75,1.11,1400000
30883,361016.85,324919.67,324919.67,0.9,1.61,631208
30885,1029692.5,1029692.5,687300,1,2.01,2072866
30887,363000,272250,272250,0.75,16.92,59921148
30889,8814.67,2656369.5,6611,0.75,16.92,59921148
30892,366667,275000,272614.84,0.75,1,95756.25
30894,302220.3,302220.3,302220.3,1,1.16,349933
30895,14706,11029,11029,0.75,0,0
30901,333363,140962.5,300026.7,0.9,1.91,298788
30902,352439.07,354843.84,352439.07,1,1.2,423849
30909,301645,444055,286563,0.95,1,455512
30910,134585,127665,100939,0.75,1.17,203580
30911,88643,105429,66482,0.75,0,0
30912,14939,16386,11204,0.75,0,0
30913,0,48070,0,0.6,0,0
30922,5418600,2441542.99,2441542.99,0.45,8.85,54586562
30926,260820,210040,195615,0.75,1,210040
30927,865531.7,467777,643079.53,0.74,1.13,1225000
30929,85950.5,88871,64463.37,0.75,6.89,816480
30930,164222,169875,123166.5,0.75,0,0
30931,955061,899549,716295.17,0.75,2.86,4117453
30932,91065.86,100622,68299.39,0.75,4.21,552000
30933,0,71440,0,0.9,31.52,2120048
30946,47162,30885,35372,0.75,0,0
30947,44943,51278,33707,0.75,4.57,319066
30948,0,4000,0,0.7,1.37,21420
30949,900,319702,675,0.75,0,0
30950,38564,28923,28923,0.75,0,0
30953,49059.62,34913,29970,0.61,0,0
30954,584125,109111,584125,1,0,0
30962,373560,295735,280170,0.75,0,0
30963,2484134,621033,621033,1,0,0
30965,1056169,342027.24,342027.24,1,0,0
30968,1460092,99114.75,94395,1,8.08,15211196
30970,467447,444050.87,420702.3,0.9,18.8,9080968
30973,120000,108000,108000,0.9,0,0
30975,120170,113875,108153,0.9,0,0
30977,133406.94,140077.29,133406.94,1,3.03,445778
30989,57922,50350,43442,0.75,0,0
30990,17036,12777,12777,0.75,0,0
30994,23133.7,52350,23133.7,1,0,0
30995,19902.66,18656,14926.99,0.75,2.39,65310
30996,271525,203644,203644,0.75,1.06,289875
30997,494011,273750,370508.25,0.75,5.11,2492749
30998,5296179,887453,887453,1,1.1,5931119
31001,0,77385,0,0.75,26.99,3950540
31002,6249396.56,5468642,4639158.79,0.74,1.3,9514870
31004,5312.19,6915,5312.19,1,0,0
31005,377768,398089,355102,0.94,10.88,5582833
31006,45000,35451,33750,0.75,0,0
31007,16565,16351,12423,0.75,0,0
31008,1871614,1473763,1727052,0.92,59.83,9317705
31009,592106,477160,444079,0.75,3.99,2438168
31010,115666,117416,108726,0.94,7.07,44149
31011,32118,29937,24088,0.75,0,0
31013,36418,52034,27314,0.75,0,0
31015,132164.44,95810,95810,0.72,3.35,480267
31016,22235,24995,16143,0.73,0,0
31017,125150,90263,90263,0.72,0,0
31018,92328,92328,92328,1,0,0
31019,4533,11143,4533,1,0,0
31020,69329,52088,51997,0.75,5.57,371373
31021,7500,5625,5625,0.75,0,0
31022,102558,72863,72863,0.71,8.69,1808748
31023,271184,232568,203389,0.75,2,631670
31031,3714389,3342950.1,3342950.1,0.9,4.67,22.72
31032,25000,18750,18750,0.75,0,0
31035,316000,237000,237000,0.75,20.7,7748782
31036,643520,294678,482640,0.75,1.71,1150568
31037,25500,19125,19125,0.75,0,0
31038,27158,21788,20367,0.75,0,0
31039,76280,57210,57210,0.75,0,0
31040,139615,117665,139615,1,0,0
31041,770363,199265,577772,0.75,1.14,2286074
31042,3528407,3527405,3218634,0.91,69.54,28027238
31043,1865487,1877531,1399115,0.75,1.7,4131350
31044,156117,124721,146750,0.94,1.02,172968
31045,10588,8597,7941,0.75,0,0
31046,0,113977,1500,0.75,1.14,175000
31048,17414,13060,13060,0.75,0,0
31049,24002,17762,17762,0.74,0,0
31050,185664.8,329923,139248.6,0.75,1.3,629009
31051,15729168.16,4065048.84,3851100.42,0.9,1.02,16489698
31053,690000,651000,621000,0.9,0,0
31054,0.02,199948.74,0.01,1,1,267888
31057,341258.07,210110,341258.07,1,2.76,626777
31061,181559.99,166950,164582.86,0.91,1.15,194637
31062,75649,81463,56737,0.75,0,0
31063,0,35118,0,0,0,0
31064,9740,80000,7305,0.75,0,0
31065,716429,1247575,537321,0.75,0,0
31070,113785,85338.75,85338.75,0.75,1,1
31071,3735539.35,4064679.76,3735539.35,1,7.17,26783370
31079,284098.8,213074.1,213074.1,0.75,0,1
31080,100275,75206.25,75206.25,0.75,20.7,1977203
31081,2993085,2799760,2799760,0.94,1.7,4977277
31085,160000,152000,144000,0.9,1.41,239249
31086,150000,142500,135000,0.9,0,0
31087,247403,234938.74,222662.7,0.9,2.01,542021
31088,47157,44799.15,42441.3,0.9,0,0
31090,809856,769363.2,728870.4,0.9,0,2801
31093,809600,607200,607200,0.75,1.36,1104000
31094,92688,60000,69516,0.75,0,0
31095,986472,615000,739854,0.75,1.54,1699349
31096,760000,570000,570000,0.75,1.47,1133020
31097,23430,15957,15957,0.68,0,0
31099,2453460.93,339057,1840095.7,0.75,2.38,7368255
31100,58471,43853,43853,0.75,0,0
31102,34675,25974,25974,0.75,0,0
31103,443054,348820,332291,0.75,1,465093
31120,23185,17716.5,20866.5,0.9,0,0
31122,233633.2,233633.2,233633.2,1,0,0
31126,77250,69525,69525,0.9,0,0
31127,1790253,124590.6,118033.2,0.9,1.01,1814870
31129,639436.62,450000,479577.46,0.75,1.72,1037075
31130,3027650,2899237,2899237,0.96,4.22,12768136
31131,1573770,1573770,1573770,1,5.64,12.23
31134,83000,66400,62250,0.75,6.57,545176
31135,85000,63750,63750,0.75,0,0
31137,375000,356250,337500,0.9,1,375000
31140,664525,664525,661294.8,1,1.11,737173
31145,49500,38996,37125,0.75,0,0
31146,263993,275854,197995,0.75,2.44,552018
31147,501985,245565,376489,0.75,1.09,546791
31148,2427464,5034087,2427464,1,1.72,8475540
31149,49500,51758,49500,1,0,0
31150,4212254,4274295,4212254,1,1.08,4557634
31151,160000,84986,0,0.75,1.92,207580
31152,41470,49500,37323,0.9,0,0
31153,0,210834,0,0.75,0,0
31155,39983,18299,17250,0.43,0,0
31156,296260,524319,209062,0.71,7.34,2634311
31157,75000,59670,35769,0.75,0,0
31158,131494,108878,98620,0.75,0,0
31159,1225,985,919,0.75,0,0
31160,2460,1568,1500,0.61,0,0
31161,530201.4,487607,487607,1,0,0
31163,6455687,300580,284760,0.9,3.51,22684137
31167,56700,42525,42525,0.75,2.12,138642
31168,32078,25586,30474,0.95,4.57,157540
31170,47449,44655,35587,0.75,1.02,60180
31171,197880,149944,148410,0.75,3.24,672641
31172,322433,263738,241825,0.75,1,351650
31174,36109,30000,27082,0.75,0,0
31175,215400,100000,100000,0.46,3.01,558101
31176,4633054,392595,2840011,0.61,1.82,9276532
31178,3026506,43312.5,2268120.86,0.75,1.75,5627820
31198,828730,662984,621547.5,0.75,2.73,2261000
31199,1319635,834428.25,989726.25,0.75,1.71,2261000
31200,22800,17100,17100,0.75,0,0
31201,165576,329300,133169,0.8,0,0
31204,601911,583853.67,583853.67,1,0,0
31205,21988747,712500,675000,0.48,1.23,29823468
31207,1129060,890745.75,846795,0.75,2,2261000
31208,2405700,2525985,2405700,1,3.57,10348748
31210,623939,262500,467955,0.75,6.36,2289078
31211,40000,30000,30000,0.75,0,0
31212,35703,26302,26777,0.75,0,0
31213,184690,178454,138517.5,0.75,6.87,1635356
31214,27100,20325,20325,0.75,1.45,41096
31215,942872,707154,707154,0.75,3.1,2965048
31216,229545,172158.75,172158.75,0.75,0,0
31217,35000,26250,26250,0.75,0,0
31218,446430,334822.5,334822.5,0.75,1.91,1047356
31219,1330000,997500,997500,0.75,1.45,2015414
31220,807309.55,640867.5,624256.83,0.75,0,0
31233,28635,18750,21476,0.75,40.37,1009262
31234,89771,67328,67323,0.75,0,0
31235,70985,53239,53239,0.75,0,0
31237,44855,33641.25,33641.25,0.75,0,0
31239,679675,611707.5,611707.5,0.9,1.03,715397
31240,23888,45392,17916,0.75,0,0
31242,209760,161865,157320,0.75,2.84,595778
31246,1752600,1191000,1191000,0.75,1.03,1804785
31247,3943238.75,4343426.89,3866931.92,0.98,1.43,3399310
31249,0,5216,0,0.75,19.52,135744
31250,164990,137438,123732.6,0.75,0,0
31251,54903,42982,41177,0.75,0,0
31252,19313,23066,14484,0.75,0,0
31254,22890,15957,15957,0.7,0,0
31255,4350527,3214928,3262895,0.75,1.38,5894483
31256,0,5250,0,0.75,0,0
31257,102599,65231,76949,0.75,1.42,133439
31258,0,5250,0,0.75,0,0
31261,13333,10000,10000,0.75,0,0
31262,229301,171976,171976,0.75,0,0
31263,14552,11578,9651,0.66,0,0
31264,536716,534069,402537,0.75,0.99,633312
31265,13334,10453,10001,0.75,0,0
31266,26667,20904,20000,0.75,0,0
31267,528503,89425,466326,0.88,1.99,1269356
31268,934836,879270,841352,0.9,1.6,1493151
31272,136000,102000,102000,0.75,1.01,139045
31277,2172265,1535763,1629199,0.75,3.18,7001148
31278,762231,218261,571673,0.75,1.35,1325168
31279,17860,14209,13395,0.75,0,0
31281,0,5216,0,0.75,22.28,154939
31282,49686,50456,37261,0.75,0,0
31283,0,68421,0,0.75,2.22,202901
31284,213745,224055,160296,0.75,2.03,605811
31285,54879,42832,36000,0.66,1.37,21420
31286,939088,949576,704316,0.75,0,0
31287,23430,15957,15957,0.68,0,0
31288,1195066,990562,896300,0.75,0,0
31289,120709,90532,90532,0.75,0,0
31290,25000,18750,18750,0.75,0,0
31291,19881,15584,14911,0.75,0,0
31292,8485,8788,6364,0.75,2.4,20338
31294,318147,297536.3,297536.3,0.94,1.42,451000
31295,93724.94,59088.6,84352.45,0.9,1.91,298788
31297,417108,312831,288868.14,0.75,1.34,592154
31298,2119833,1658177,2119833,1,1,2000000
31300,11844,9600,8883,0.75,0,0
31324,159500,127600,119625,0.75,0,0
31325,1610260,1233728,1207695,0.75,1.71,2760000
31327,1136544,517077.33,1034154.66,1,0,0
31328,55248,52485,49723,0.9,0,0
31329,0,83250,0,0.75,0,0
31330,78676,78676,78676,1,0,0
31331,16401,18260,16400.27,1,0,0
31332,2550,9795,2550.3,1,0,0
31333,25262,19124,18947,0.75,0,0
31334,60536,45402,45402,0.75,0,0
31335,106994,56625,80228,0.75,0,0
31336,7413,10239,5560,0.75,11.9,1014032
31337,259875,194906,194906,0.75,0,0
31338,259211.24,153000,194408.42,0.75,1.02,287040
31351,156080,109560,117051,0.75,4.5,763369
31352,386667,290000,290000,0.75,0,0
31353,0,5216,0,0.75,22.14,153970
31354,26000,19500,19500,0.75,0,0
31356,62527,54329,46891,0.75,0,0
31357,2798170,227978,2098627,0.75,2.7,7586785
31358,206040,144791,154530,0.75,0,0
31360,50852,66154,35072,0.69,1.37,21420
31363,16118,20089,10289,0.64,0,0
31371,987467,845000,845000,0.86,1,1
31377,1493070,1157192,0,0.75,5.53,8256000
31378,11500,9015,8625,0.75,0,0
31379,40245,80051,27650,0.69,1.26,12561
31380,19356,52778,14517,0.75,0,0
31381,3555,2856,2666,0.75,0,0
31382,226479,113165,215155,0.95,46.59,6752136
31383,655595,294678,491696,0.75,1.58,1079053
31385,21246,17188,15934,0.75,0,0
31386,0,5216,0,0.75,19.54,135901
31388,14480,12825,10860,0.75,0,0
31389,150000,112500,112500,0.75,0,0
31390,74646,55985,55985,0.75,3.06,704523
31391,73499,61752,60805,0.83,0,0
31392,17990,17942,13492,0.75,0,0
31393,78047,59001,58535,0.75,0,0
31394,35800,33600,26848,0.75,0,0
31395,83900,115945,83900,1,0,0
31396,545308,849072,408981,0.75,0,0
31397,9989,81273,9989,1,0,0
31398,915636,836640,824072,0.9,1.41,956482
31399,0,82875,0,0.75,9.13,2018524
31400,411500,390925,370350,0.9,1,411500
31401,917280,58520,55440,0.9,1.22,1140763
31403,23979,22780.05,21581.1,0.9,0,0
31405,365620,290315,274215,0.75,0,0
31408,8879302.42,1463905.26,1386857.61,0.9,61.22,1640790961
31409,3792870,1257063.35,2844652.5,0.75,2.74,10390403
31410,23192,21872.8,20872.8,0.9,0,0
31411,6455687,300580,284760,0.9,6.86,44302593
31412,486170.53,252460,486170.53,1,1.29,711499
31413,112044,138814,68112,0.61,11.59,2631510
31415,2082262,1680219,2082262,1,1.95,6018413
31416,168134,154555,151321,0.9,1.11,182860
31417,15013,12373,11260,0.75,0,0
31418,221931,283172,151307,0.68,1.37,21420
31419,97392,81291,70804,0.73,0,0
31420,727298,577350,545474,0.75,0,0
31421,39256,35775,29442,0.75,0,0
31422,70539,66808,52900,0.75,0,0
31423,88362,77314,66271,0.75,0,0
31424,185978.78,170351,139484.09,0.75,9.2,2348444
31426,23430,15957,15957,0.68,0,0
31430,1059088.3,1236740,794316.22,0.75,1.29,2208000
31431,14948225.52,21193309,14948225.52,1,0,0
31432,138749.42,116948,100622.93,0.73,4.12,499947
31433,35000,26250,24988,0.75,0,0
31436,94852.32,76514,71139.24,0.75,6.44,808151
31438,0,95857,0,0.75,0,0
31442,691460,553168,518595,0.75,0,0
31444,141725,105000,93268.23,0.74,0,0
31446,15683,29784,11762.02,0.75,0,0
31449,52112,41401,39084,0.75,1.06,8332
31450,3580864,3544710,3227104,0.9,69.54,28027238
31451,22642,17838,16982,0.75,0,0
31452,0,542601,0,0.75,1.72,1372833
31453,0,5624,0,0.75,0,0
31454,501710,337415,225971,0.45,0,0
31455,82173,127877,61630,0.75,0.31,52012
31456,3498628.82,54190,3498628.82,1,2.95,8562338
31457,65900,16475,16475,0.25,0,0
31458,66818,122778,50113,0.75,4,662884
31459,1381404,1174215,1036053,0.75,137.84,224344720
31460,30000,21467,21467,0.72,0,0
31461,87957,54345,53754,0.61,1.43,103221
31462,96000,114901,72000,0.75,0,0
31465,40000,30000,30000,0.75,0,0
31468,666667,500000,500000,0.75,3.86,2641118
31470,4610100,161250,618825,0.75,1.33,5670178
31471,32779,21204,20000,0.61,197.83,6668480
31472,130000,112500,97500,0.75,0,0
31473,1585379,1076315,1189034,0.75,1.16,1873255
31474,403723,526696,324781,0.8,0,0
31475,303090,198987,227318,0.75,0,0
31476,150000,154770,150000,1,0,0
31478,12690,9548,9000,0.71,0,0
31479,25000,22500,18750,0.75,0,0
31480,8000,6000,6000,0.75,0,0
31481,530339,187168,294805.5,0.56,53.46,25646758
31482,1621087.65,1215815.74,1215815.74,0.75,1.24,4628528
31483,3307987,433981.95,411205.95,0.9,1.67,5695195
31484,118867,81983,78482,0.66,1.93,201817
31485,150000,117083,150000,1,0,0
31486,685288,528139,644171,0.94,1.04,710000
31487,19353,15615,14447,0.75,0,0
31490,176191.54,204243.3,158572.38,0.9,1.57,525000
31491,319215,686207,239411,0.75,0,0
31492,20000,15912,15000,0.75,2.48,24815
31493,27967,21008,20000,0.72,0,0
31494,34900,27411,15545,0.75,0,0
31495,0,4247,0,0.73,1.37,21420
31496,140302,107924,105226,0.75,3.1,500916
31497,23430,15957,15957,0.68,0,0
31498,351935,337525,263951,0.75,0,0
31500,787653,590739,590739,0.75,2.84,2236407
31503,3772060.96,2841978.75,2829045.72,0.75,1.74,6604747
31509,3027650,2485932,2485932,1,1.03,2561898
31511,50368,57442,45331,0.9,5.35,320747
31513,161438,733430,121079,0.75,0,0
31514,221549,173779,166162,0.75,5.14,1147579
31515,59460,47770,44595,0.75,0,0
31516,200027,185621,145776,0.73,0,0
31517,267069,32136,200302,0.75,1.67,567840
31519,723171,654908,542378,0.75,1.89,1600552
31520,0,555467,0,0.75,13.71,10698574
31523,1939300,712500,712500,0.37,1.03,2000000
31524,6000000,4500000,4500000,0.75,1,1
31527,99140,78876,74355,0.75,0,0
31528,230741,174653,219205,0.95,0,0
31529,1870417,1436718,1399009,0.75,1.11,2076209
31530,32501,26658,30551,0.94,0,0
31531,189273,146659,141955,0.75,1.05,207806
31532,21681,16400,16261,0.75,0,0
31534,88690,13500,66517,0.75,0,0
31535,20000,15000,15000,0.75,0,0
31536,372638,141746,279456,0.75,1.01,411372
31538,6597382,1080292,6014881.9,0.91,2.4,15938967
31539,124527,245367,124527,1,1.73,1258433
31540,535177,403258,401383,0.75,7.56,4476134
31550,341854.83,302576,256391.01,0.75,0,0
31551,156391,88999.2,140751.9,0.9,2.27,355522
31552,314433.24,298712.08,282989.92,0.9,0,0
31564,38555,1898,12821,0.33,2.06,79539
31565,92561,77250,69420,0.75,1.03,904824
31567,0,229286,0,0.75,16.63,5294590
31568,4500,3578,3375,0.75,1.37,21420
31570,807279.85,608101,605459.49,0.75,4.27,3490236
31572,293310,220631,219982,0.75,2.28,677599
31573,636750,477563,477563,0.75,1.91,10431276
31574,13111.89,13540.5,11800.7,0.9,0,0
31576,350000,280000,262500,0.75,1.61,598906
31578,103975,83180.25,77981.25,0.75,6.35,660000
31579,60405.2,57384.94,54364.68,0.9,0,0
31581,226700,166155,204030,0.9,1.01,228000
31582,584000,525600,525600,0.9,2.38,2013623
31589,695762.9,660974.61,626186.61,0.9,31.21,22045738
31590,1453775,1526463.75,1453775,1,7.85,12245987
31591,723397.54,348636.25,723397.54,1,0,0
31594,34710,31239,31239,0.9,0,0
31596,54444.44,51722.22,49000,0.9,0,0
31598,1022120,817696,766590,0.75,1.58,1615000
31606,1203903,894913,894913,0.74,3.8,5350144
31607,2471104,493866,1853324.61,0.75,1.04,759955
31608,0,3375,0,0.75,1.37,21420
31609,7294,4000,4000,0.55,1.37,21420
31610,61923,107533,46442,0.75,0,0
31611,308164,235230,231123,0.75,1.1,345819
31612,32935,25500,24701,0.75,0,0
31613,883893,662025,662025,0.75,1.06,931108
31614,142777,115005,107082,0.75,5.17,890497
31615,33333,25002,25000,0.75,0,0
31616,5000,3975,3750,0.75,1.37,21420
31617,72671,127772,49383,0.75,0,0
31618,37421,29469,28066,0.75,0,0
31619,11461,8596,8596,0.75,0,0
31620,69620,52215,52215,0.75,9.49,732210
31639,114891,246750,86168,0.75,1.46,960364
31640,350269,36000,262702,0.75,2.2,988506
31641,47000,35250,35250,0.75,1,47500
31642,119133,90975,89351,0.75,0,0
31643,275551,170090,170090,0.62,0,0
31646,240000,163842,180000,0.75,1.06,260636
31647,0,15756,0,0.75,0,0
31648,10631,11665,7973,0.75,0,0
31649,616802,290752,277198,0.45,1.27,707165
31651,0,43198,0,0.75,0,0
31652,1911399,150436,1433549,0.75,2.69,5721116
31653,0,5271,0,0.75,1.22,8271
31654,40819,39780,30614,0.75,15.31,871391
31655,2550,11672,2550.3,1,0,0
31656,68236,53000,53000,0.78,2.06,155220
31657,101417,76063,76063,0.75,0,0
31658,3583028.28,1591645,1577851.71,0.44,5.13,19941623
31659,0,77201,0,0.75,6.18,781211
31660,33562,32348,25172,0.75,0,0
