state,FederalFunding,benefitCostRatio,ProjectTimeline(in months),ZoneRiskLevel
Oregon,1036125.31,1.83,69.0,Moderate
Mississippi,10288.0,1.17,17.0,High
Texas,249868.0,2.43,146.0,High
Florida,72189.0,2.98,33.0,High
Florida,78755.0,1.07,25.0,High
Florida,112500.0,43.29,39.0,High
Ohio,120500.0,0.0,25.0,Moderate
Montana,17342.0,1.0,22.0,Low
Kentucky,39334.29,7.78,70.0,High
New Jersey,4638167.0,1.14,30.0,High
Oklahoma,45241.35,0.0,36.0,High
Wisconsin,201549.0,3.89,51.0,Moderate
Illinois,52623.0,0.0,97.0,Moderate
Kansas,555115.0,2.42,29.0,High
Florida,535626.0,1.08,36.0,High
Utah,615249.0,1.12,37.0,Low
Alabama,5760.0,0.0,7.0,High
South Dakota,7500.0,0.0,28.0,High
Louisiana,370698.0,1.61,53.0,High
Wyoming,5553.0,0.0,24.0,Low
Montana,16400.27,0.0,66.0,Low
South Dakota,12000.0,0.0,40.0,High
Virginia,100000.0,0.0,48.0,Moderate
Kansas,196575.0,6.2,30.0,High
New Jersey,132854.0,3.15,43.0,High
Michigan,6000.0,0.0,74.0,Moderate
Alabama,40182.0,0.0,63.0,High
Alabama,4243.0,1.37,10.0,High
Texas,9965356.09,2.76,70.0,High
California,254052.0,2.84,115.0,High
Florida,122411.25,4.78,29.0,High
Florida,4379816.25,2.43,47.0,High
Kentucky,43092.0,0.0,18.0,High
Missouri,1633547.0,1.09,65.0,High
Vermont,27144.0,0.0,50.0,Moderate
Kentucky,15119.0,0.0,40.0,High
New Jersey,0.0,1.53,21.0,High
Arkansas,28125.0,0.0,50.0,Moderate
California,0.0,0.0,10.0,High
South Carolina,242722.5,2.6,62.0,Moderate
Tennessee,410810.0,4.07,43.0,Moderate
Tennessee,637645.0,4.35,40.0,Moderate
Ohio,67125.0,1.39,57.0,Moderate
Connecticut,937625.14,13.42,68.0,Moderate
Alaska,190225.0,0.0,33.0,Low
New Jersey,246576.0,1.18,43.0,High
Kentucky,253942.0,4.3,23.0,High
Texas,1016475.0,2.28,0.0,High
South Carolina,70896.78,0.0,45.0,Moderate
Florida,85183.0,5.95,24.0,High
Washington,1131243.75,1.27,64.0,High
Texas,38993502.17,4.74,136.0,High
Massachusetts,34859.0,0.0,62.0,Moderate
Mississippi,0.0,24.18,3.0,High
Florida,209467.0,1.29,26.0,High
California,130601.0,12.9,23.0,High
Massachusetts,320325.0,2.86,45.0,Moderate
Illinois,358331.98,1.0,144.0,Moderate
Mississippi,19125.0,0.0,17.0,High
Virginia,260100.0,2.25,29.0,Moderate
Kentucky,22296.0,0.0,66.0,High
Kansas,507254.0,1.48,18.0,High
Georgia,16650.75,0.0,66.0,High
Michigan,4066.0,0.0,83.0,Moderate
Oklahoma,779174.0,1.4,48.0,High
Iowa,308093.0,1.31,30.0,High
Iowa,42427.0,0.0,21.0,High
Connecticut,494749.14,0.0,126.0,Moderate
Rhode Island,29453.19,0.0,45.0,Low
North Carolina,2028473.0,1.84,63.0,High
Virginia,1594173.0,1.21,0.0,Moderate
Virginia,17025.0,0.0,29.0,Moderate
New Jersey,75000.0,1.01,32.0,High
Pennsylvania,187500.0,1.0,150.0,High
Arkansas,416492.0,3.02,57.0,Moderate
Alabama,683314.0,1.03,25.0,High
Louisiana,150000.0,0.0,61.0,High
Ohio,553237.0,1.9,36.0,Moderate
Alabama,28949.48,0.0,118.0,High
Tennessee,320917.0,3.85,33.0,Moderate
California,1154961.35,1.28,61.0,High
Florida,167580.0,3.06,66.0,High
Florida,2157472.0,1.6,136.0,High
Iowa,16200.0,0.0,24.0,High
Louisiana,149654.0,0.0,58.0,High
California,1942945.0,1.96,50.0,High
South Carolina,312496.28,11.05,45.0,Moderate
Pennsylvania,35342.0,0.0,26.0,High
Minnesota,35647.0,1.05,42.0,Moderate
New Jersey,3322765.0,0.0,114.0,High
New York,50560.0,0.0,82.0,High
Florida,334574.0,1.88,57.0,High
West Virginia,255844.0,0.0,44.0,Moderate
Alabama,15957.0,0.0,56.0,High
Oklahoma,164431.0,2.63,68.0,High
Alabama,45563.01,1.19,55.0,High
Texas,4615655.74,0.0,137.0,High
North Carolina,110328.0,0.0,33.0,High
Georgia,39126.0,0.0,9.0,High
Maine,97406.0,1.54,83.0,Low
Oklahoma,0.0,0.0,62.0,High
Florida,3873.0,4.28,40.0,High
Wisconsin,752364.0,0.0,70.0,Moderate
Iowa,140019.0,3.02,36.0,High
New Hampshire,6394.55,0.0,54.0,Moderate
Louisiana,656936.0,1.43,125.0,High
Maine,975.0,0.0,52.0,Low
Mississippi,45000.0,0.0,30.0,High
Texas,64125.0,0.0,26.0,High
North Carolina,156661.0,0.0,85.0,High
Florida,71184.0,1.25,39.0,High
South Carolina,0.0,0.0,35.0,Moderate
Washington,328651.05,2.24,39.0,High
Mississippi,1261134.75,1.07,60.0,High
North Carolina,513564.77,2.01,60.0,High
Oregon,56602.0,4.16,28.0,Moderate
Georgia,3322.0,0.0,3.0,High
Kentucky,46305.0,4.75,46.0,High
California,1133741.29,1.02,33.0,High
Alabama,44194.19,4.21,120.0,High
Oregon,158000.03,2.66,81.0,Moderate
California,203251.5,1.01,25.0,High
Minnesota,264770.0,0.0,36.0,Moderate
Montana,146942.27,0.0,67.0,Low
New Jersey,146223.91,2.63,81.0,High
Mississippi,33480.0,0.0,22.0,High
Florida,7432.62,1.03,56.0,High
Alabama,333018.0,3.51,131.0,High
Michigan,424989.0,1.09,48.0,Moderate
Puerto Rico,1626806.0,1.05,110.0,Moderate
Tennessee,40152.0,0.0,14.0,Moderate
Alabama,47180.0,0.0,49.0,High
Alabama,78164.0,0.0,19.0,High
Arkansas,504746.0,4.16,63.0,Moderate
Idaho,32807.0,0.0,41.0,Low
North Dakota,1287900.0,1.91,88.0,High
New Jersey,75000.0,1.35,99.0,High
Montana,268577.0,2.06,81.0,Low
Massachusetts,18315.0,1.41,38.0,Moderate
Mississippi,17475.0,0.0,51.0,High
Oklahoma,12332.0,0.0,37.0,High
New Jersey,120000.0,1.82,103.0,High
Nebraska,49224.0,0.0,66.0,High
Georgia,864230.0,0.0,92.0,High
Oklahoma,19494.0,0.0,39.0,High
Louisiana,35000.0,0.0,42.0,High
California,308726.94,0.0,42.0,High
California,281324.0,0.0,26.0,High
Michigan,28594.0,1.88,55.0,Moderate
Florida,792582.0,1.01,62.0,High
Montana,35250.0,1.0,28.0,Low
Iowa,1335396.0,1.08,42.0,High
Washington,264117.0,15.81,75.0,High
Hawaii,92374.9,5.97,28.0,Low
South Dakota,13215.0,0.0,18.0,High
Oregon,54048.0,1.42,14.0,Moderate
Massachusetts,17843.0,0.0,31.0,Moderate
Tennessee,168379.0,1.13,58.0,Moderate
Texas,74951.0,0.0,104.0,High
Washington,37500.0,0.0,39.0,High
Oklahoma,167264.0,1.0,66.0,High
Massachusetts,51560.0,1.4,23.0,Moderate
Alabama,12896.0,1.57,42.0,High
Washington,8276.0,1.47,2.0,High
Missouri,26370.9,0.0,24.0,High
Mississippi,2196489.0,34.6,64.0,High
Florida,115948.0,2.49,65.0,High
Indiana,96540.3,0.0,68.0,Low
North Dakota,8169.0,7.96,60.0,High
North Carolina,3600.0,0.0,-27.0,High
Iowa,433289.0,1.15,48.0,High
Missouri,195072.87,0.0,32.0,High
Alaska,68366.0,10.9,28.0,Low
Virginia,3054.0,0.0,25.0,Moderate
Oklahoma,33750.0,0.0,55.0,High
Louisiana,1433947.77,1.1,56.0,High
New York,1150788.0,0.0,60.0,High
Virginia,139732.0,1.27,-0.0,Moderate
Louisiana,43211.0,0.0,48.0,High
Alabama,14911.0,0.0,13.0,High
Virginia,191941.0,1.08,0.0,Moderate
Georgia,20000.0,0.0,40.0,High
Florida,343666.31,3.94,47.0,High
California,2128679.25,1.01,47.0,High
New York,155514.0,1.01,44.0,High
Tennessee,63750.0,6.79,81.0,Moderate
Florida,3171751.95,2.05,145.0,High
Virginia,1314900.0,1.18,121.0,Moderate
California,115986.0,0.0,22.0,High
Florida,0.0,4.08,27.0,High
Missouri,20691.0,2.76,0.0,High
Florida,4931.0,9.47,16.0,High
Georgia,19500.0,0.0,51.0,High
Pennsylvania,6563.0,0.0,0.0,High
New Jersey,364770.0,1.86,80.0,High
Alabama,40895.72,3.77,114.0,High
Kentucky,0.0,2.77,44.0,High
California,201000.0,3.27,154.0,High
Oregon,36046.0,0.0,65.0,Moderate
Nebraska,851049.0,1.03,52.0,High
Iowa,250545.0,1.23,28.0,High
Alaska,7481.0,0.0,22.0,Low
Florida,390903.18,1.03,69.0,High
Florida,388962.0,2.22,85.0,High
Louisiana,150000.0,0.0,58.0,High
Georgia,26250.0,0.0,65.0,High
North Dakota,166205.0,0.0,31.0,High
Kansas,2638574.0,1.06,40.0,High
Minnesota,206501.0,0.0,28.0,Moderate
Oklahoma,184962.0,1.0,71.0,High
Mississippi,90466.0,7.46,67.0,High
Oklahoma,5400.0,0.0,26.0,High
South Carolina,76745.08,1.16,40.0,Moderate
Florida,420000.0,1.01,46.0,High
Louisiana,929.91,0.0,59.0,High
California,838388.25,1.79,24.0,High
Vermont,17000.0,1.05,10.0,Moderate
Florida,97751.84,3.76,39.0,High
Texas,22482.0,0.0,69.0,High
New Jersey,115748.0,0.0,68.0,High
Louisiana,742314.0,2.37,89.0,High
Alabama,3000000.0,2.01,98.0,High
Texas,2560.0,10.5,103.0,High
Maine,37987.0,1.04,16.0,Low
Oklahoma,14963.0,0.0,11.0,High
Kentucky,71363.0,0.0,55.0,High
Hawaii,175817.0,1.61,54.0,Low
California,10377.0,1.0,107.0,High
New York,84474.0,0.0,68.0,High
New Jersey,19486.0,0.0,33.0,High
Arizona,100000.0,0.0,107.0,Low
Texas,5033.75,1.24,114.0,High
North Carolina,238583.55,1.74,59.0,High
New York,165563.0,1.19,63.0,High
Mississippi,88200.0,2.18,23.0,High
Vermont,99187.5,2.92,0.0,Moderate
Louisiana,69100.0,3.01,98.0,High
Texas,49543.5,14.89,62.0,High
South Dakota,29986.0,0.0,40.0,High
Missouri,2109999.0,1.95,36.0,High
West Virginia,209575.0,1.45,14.0,Moderate
Iowa,188895.0,1.16,43.0,High
Florida,33225.0,1.1,54.0,High
Kansas,52875.0,1.86,55.0,High
Ohio,542428.0,1.75,57.0,Moderate
Louisiana,51378.0,1.61,73.0,High
Alabama,4992.0,0.0,14.0,High
Montana,177434.0,3.04,30.0,Low
Mississippi,25186.0,0.0,12.0,High
Wisconsin,565108.0,0.0,40.0,Moderate
Alabama,4649.0,6.88,84.0,High
Kentucky,88347.0,0.0,45.0,High
North Carolina,297905.0,0.0,42.0,High
Texas,179625.0,1.65,58.0,High
Florida,10212674.0,0.0,94.0,High
North Dakota,112779.0,0.0,42.0,High
South Carolina,1750000.0,8.65,31.0,Moderate
South Dakota,32723.0,1.4,12.0,High
Mississippi,129841.0,0.0,81.0,High
Colorado,127737.0,4.9,33.0,Moderate
Mississippi,18685687.4,2.63,78.0,High
Iowa,17634.0,2.39,63.0,High
New Jersey,575020.0,1.97,44.0,High
Michigan,27375.0,0.0,67.0,Moderate
Washington,2000625.0,2.79,74.0,High
Georgia,142858.0,4.89,38.0,High
Alabama,112800.0,0.0,27.0,High
New Jersey,52000.0,2.1,36.0,High
Texas,2236133.9,1.85,94.0,High
Florida,82817.52,1.18,37.0,High
Florida,218807.24,2.85,59.0,High
Massachusetts,240899.28,6.44,44.0,Moderate
Oklahoma,749763.0,0.0,80.0,High
Kentucky,51518.0,7.84,41.0,High
Florida,56197.0,1.63,45.0,High
Alabama,4496.0,0.0,63.0,High
New York,99889.0,5.65,24.0,High
Michigan,35602.55,0.0,53.0,Moderate
Montana,55500.0,0.0,30.0,Low
Florida,7718.0,9.17,45.0,High
New Jersey,419174.0,1.54,48.0,High
Kansas,482640.0,1.71,25.0,High
Colorado,21114.86,4.11,29.0,Moderate
Florida,3286680.0,0.0,46.0,High
North Dakota,77659.69,1.94,38.0,High
Maryland,347527.0,0.0,33.0,Moderate
California,359460.0,0.0,39.0,High
Alabama,62559.66,9.6,117.0,High
Texas,726248.69,30.05,114.0,High
Michigan,194796.0,0.0,100.0,Moderate
Oklahoma,13702.0,0.0,25.0,High
Vermont,59776.0,0.0,56.0,Moderate
West Virginia,11250.0,2.12,11.0,Moderate
Florida,51229.5,1.19,61.0,High
Washington,194408.42,1.02,54.0,High
Wisconsin,206186.16,0.0,54.0,Moderate
South Carolina,379053.81,6.8,63.0,Moderate
Michigan,11625.0,0.0,76.0,Moderate
Iowa,976466.0,2.17,37.0,High
Iowa,32471.0,0.0,35.0,High
Texas,92964.0,0.0,92.0,High
Alabama,11876.0,0.0,53.0,High
Alabama,13238.0,1.37,96.0,High
Tennessee,2046387.0,3.56,43.0,Moderate
Mississippi,1386211.0,2.26,99.0,High
Alabama,107753.0,0.0,19.0,High
South Dakota,82932.02,0.0,31.0,High
Florida,603023.36,7.85,63.0,High
Mississippi,30750.0,0.0,13.0,High
Utah,83762.0,1.71,55.0,Low
Kansas,38996.25,1.52,11.0,High
Kansas,165703.0,4.06,55.0,High
Vermont,0.0,1.01,80.0,Moderate
Kentucky,61500.0,1.17,39.0,High
Oklahoma,257962.75,9.18,40.0,High
Florida,15974.0,2.21,36.0,High
Wisconsin,82490.45,0.0,63.0,Moderate
North Carolina,1291759.99,2.42,77.0,High
New York,100650.0,0.0,100.0,High
Georgia,20000.0,0.0,41.0,High
Georgia,14479.0,0.0,29.0,High
Mississippi,23895.0,0.0,17.0,High
Guam,42930.0,11.79,120.0,Low
Missouri,1364746.0,8.91,40.0,High
Missouri,824652.0,1.77,44.0,High
North Dakota,21000.0,0.0,27.0,High
Arizona,234551.11,2.09,0.0,Low
Northern Mariana Islands,132595.0,17.63,39.0,Low
Colorado,18995.0,0.0,32.0,Moderate
Michigan,82875.0,1.1,98.0,Moderate
Oklahoma,1036695.66,1.63,56.0,High
Maryland,61658.0,35.01,33.0,Moderate
Florida,1385639.0,1.54,61.0,High
California,60480.0,0.0,39.0,High
Ohio,11850.0,1.34,21.0,Moderate
Alabama,300000.0,0.0,28.0,High
New Jersey,187122.0,0.0,37.0,High
New Mexico,162989.84,0.0,76.0,Low
Kentucky,10958.0,0.0,18.0,High
New Hampshire,1875.0,1.2,39.0,Moderate
Illinois,785553.84,1.01,109.0,Moderate
North Carolina,314693.75,0.0,77.0,High
New Jersey,179084.88,2.35,82.0,High
Florida,7085.0,3.18,17.0,High
Arkansas,34308.0,0.0,62.0,Moderate
New York,219389.75,0.0,115.0,High
Florida,1384778.0,1.76,61.0,High
California,6585.0,0.0,29.0,High
New Hampshire,7500.0,0.0,30.0,Moderate
Texas,1771575.75,1.09,89.0,High
Florida,29189.0,0.0,31.0,High
Oklahoma,13847.0,0.0,50.0,High
New Hampshire,161618.4,2.65,45.0,Moderate
Puerto Rico,25459.0,5.67,28.0,Moderate
Mississippi,74471.0,1.21,53.0,High
California,85658.5,1.28,32.0,High
Alabama,12691.0,1.37,86.0,High
South Dakota,53330.27,0.0,32.0,High
Texas,278111.17,1.39,87.0,High
Guam,57618.0,5.36,111.0,Low
New York,24943.0,2.87,58.0,High
Pennsylvania,542378.0,1.89,0.0,High
Kentucky,181520.0,0.0,89.0,High
Florida,40014.0,3.48,44.0,High
Iowa,22500.0,0.0,22.0,High
Arkansas,18750.0,0.0,44.0,Moderate
Vermont,85369.0,2.83,105.0,Moderate
Utah,180663.74,3.25,220.0,Low
Oklahoma,1365802.0,6.55,57.0,High
Louisiana,708453.0,1.45,105.0,High
Florida,0.0,1.3,29.0,High
Iowa,28925.0,0.0,4.0,High
Missouri,1018757.58,1.54,35.0,High
Massachusetts,0.0,6.19,16.0,Moderate
Mississippi,14625.0,0.0,6.0,High
Michigan,687300.0,2.01,44.0,Moderate
Kansas,284491.0,3.73,13.0,High
South Dakota,17906.0,1.11,16.0,High
Kentucky,406829.55,0.0,111.0,High
North Carolina,2626296.0,0.0,65.0,High
New Jersey,0.0,0.0,66.0,High
Tennessee,800426.0,4.41,58.0,Moderate
Utah,194675.0,9.98,48.0,Low
Maine,811.0,0.0,40.0,Low
Nebraska,1387.5,3.9,18.0,High
South Dakota,18991.81,0.0,39.0,High
Kentucky,53239.0,0.0,29.0,High
Kentucky,29548.0,0.0,28.0,High
Vermont,10112.89,1.25,132.0,Moderate
New Hampshire,149957.0,2.03,72.0,Moderate
Oklahoma,1500.0,0.0,81.0,High
Illinois,1376100.0,1.0,68.0,Moderate
Ohio,250.0,0.0,24.0,Moderate
New Jersey,46800.0,1.57,98.0,High
Alabama,61667.0,1.37,95.0,High
North Dakota,92120.42,2.65,0.0,High
Virginia,7875.0,0.0,4.0,Moderate
Texas,553183.14,1.52,71.0,High
Oklahoma,38080.0,0.0,26.0,High
California,1108648.0,2.27,50.0,High
Oklahoma,83988.0,0.0,46.0,High
Louisiana,37500.0,0.0,57.0,High
Oklahoma,40050.0,0.0,50.0,High
Mississippi,21570.0,0.0,19.0,High
North Dakota,36432.0,0.0,27.0,High
Oklahoma,179363.0,3.06,84.0,High
Alabama,61534.0,0.0,108.0,High
Texas,118500.0,3.29,59.0,High
Florida,395557.0,1.61,77.0,High
California,72000.0,0.0,62.0,High
Alabama,5329.0,1.18,51.0,High
Virginia,52444.0,0.0,0.0,Moderate
Virginia,553140.0,1.8,62.0,Moderate
Oregon,8787.0,3.63,51.0,Moderate
Puerto Rico,28511.0,0.0,39.0,Moderate
Iowa,18530.0,0.0,40.0,High
Alabama,88521.0,2.33,16.0,High
West Virginia,380301.88,3.73,32.0,Moderate
South Dakota,8359.0,0.0,28.0,High
North Carolina,427276.74,1.33,54.0,High
Missouri,264725.0,2.65,73.0,High
Oklahoma,179650.0,1.5,64.0,High
Wisconsin,418684.0,0.0,82.0,Moderate
Mississippi,663175.0,0.0,65.0,High
Michigan,2667.0,1.34,26.0,Moderate
Oklahoma,42365.0,0.0,70.0,High
Alabama,60144.0,3.74,107.0,High
Colorado,50000.0,0.0,25.0,Moderate
Arkansas,469703.0,1.91,52.0,Moderate
Georgia,14045.0,0.0,45.0,High
North Dakota,9492.0,0.0,31.0,High
Texas,2437500.0,1.71,36.0,High
Ohio,11925.0,0.0,55.0,Moderate
West Virginia,64914.0,1.39,18.0,Moderate
Missouri,1568717.0,2.53,40.0,High
Florida,3881.0,3.83,46.0,High
Indiana,44556.4,0.0,80.0,Low
New Jersey,0.0,0.0,66.0,High
Alabama,30975.0,0.0,13.0,High
Texas,573419.52,2.37,79.0,High
Minnesota,31189.0,0.0,24.0,Moderate
Oregon,168781.0,1.81,79.0,Moderate
Mississippi,211098.0,1.57,34.0,High
Florida,457685.0,7.17,28.0,High
Florida,476715.0,1.11,53.0,High
South Carolina,4743.0,0.0,6.0,Moderate
Virginia,83533.0,1.02,8.0,Moderate
Ohio,725840.7,8.85,72.0,Moderate
West Virginia,259709.0,0.0,53.0,Moderate
Oklahoma,20000.0,0.0,85.0,High
Nebraska,63852.0,107.13,26.0,High
Texas,35769.0,0.0,102.0,High
Oklahoma,1500.0,0.0,55.0,High
Arizona,20884.0,1.15,16.0,Low
California,111345.54,0.0,46.0,High
Florida,83763.5,1.45,67.0,High
Missouri,2483477.0,1.95,33.0,High
Mississippi,223207.0,1.98,35.0,High
South Dakota,45645.0,3.59,9.0,High
Iowa,116557.0,1.19,26.0,High
Tennessee,894913.0,3.8,47.0,Moderate
Michigan,24759.0,1.74,46.0,Moderate
Virginia,162851.0,14.86,0.0,Moderate
Pennsylvania,52636.0,0.0,46.0,High
Florida,41591.0,2.75,45.0,High
Alabama,19838.0,0.0,16.0,High
Texas,524460.0,2.71,57.0,High
American Samoa,824072.0,1.41,65.0,Low
Oklahoma,140677.0,0.0,94.0,High
Connecticut,160844.95,6.49,56.0,Moderate
Alabama,13492.0,0.0,71.0,High
Puerto Rico,319801.0,13.42,85.0,Moderate
South Dakota,15056.0,0.0,22.0,High
Kentucky,159160.94,1.0,36.0,High
Rhode Island,584177.54,1.4,97.0,Low
Florida,667594.0,3.91,53.0,High
West Virginia,272289.0,3.43,0.0,Moderate
New Hampshire,6000.0,0.0,23.0,Moderate
South Dakota,13955.0,0.0,9.0,High
Kentucky,3820607.0,1.11,84.0,High
Florida,222697.81,1.71,52.0,High
Kansas,847438.0,2.19,51.0,High
Nebraska,28762.0,0.0,33.0,High
Iowa,39000.0,0.0,57.0,High
Florida,497054.0,1.73,46.0,High
Alabama,400695.0,1.63,38.0,High
Tennessee,165462.0,1.1,36.0,Moderate
Florida,48674.0,17.98,21.0,High
Arizona,9375.0,0.0,10.0,Low
Florida,830433.0,0.0,102.0,High
New York,61368.0,0.0,83.0,High
New Mexico,22500.0,0.0,45.0,Low
Oklahoma,1500.0,0.0,52.0,High
Kentucky,15938.0,1.94,25.0,High
Oklahoma,20000.0,0.0,97.0,High
Mississippi,406035.0,4.6,27.0,High
Connecticut,173104.0,2.69,75.0,Moderate
Wisconsin,4845.13,0.0,7.0,Moderate
Pennsylvania,147506.0,0.0,0.0,High
South Carolina,130820.6,0.0,39.0,Moderate
Wisconsin,14456.52,0.0,21.0,Moderate
Illinois,54750.0,0.0,82.0,Moderate
Louisiana,149996.0,0.0,58.0,High
Florida,296373.67,2.58,44.0,High
New Jersey,1664610.0,1.0,68.0,High
Indiana,94993.25,1.71,81.0,Low
New Jersey,57263.48,0.0,81.0,High
North Dakota,190360.43,8.41,46.0,High
Florida,8046.0,4.62,68.0,High
South Carolina,0.0,0.0,47.0,Moderate
Wisconsin,76371.23,0.0,22.0,Moderate
Georgia,23430.59,0.0,53.0,High
Kansas,13706.0,0.0,33.0,High
Nebraska,93639.0,4.05,21.0,High
North Carolina,37029.6,1.29,31.0,High
South Dakota,17265.54,0.0,13.0,High
Iowa,8971403.0,1.62,55.0,High
Vermont,9450.0,0.0,74.0,Moderate
New Jersey,1537426.0,0.0,58.0,High
Florida,17970.0,1.17,52.0,High
Missouri,1170000.0,1.33,42.0,High
New Jersey,417150.23,0.0,125.0,High
South Carolina,111000.11,0.0,50.0,Moderate
Texas,144619.0,0.0,96.0,High
New Jersey,71355.8,0.0,124.0,High
Florida,41084.0,0.0,24.0,High
Oregon,12119.0,0.0,56.0,Moderate
California,936779.46,1.24,62.0,High
New Jersey,49661.0,0.0,25.0,High
Washington,22035.91,0.0,49.0,High
South Dakota,118525.13,0.0,33.0,High
New Hampshire,78554.0,1.0,79.0,Moderate
Mississippi,826252.0,3.99,48.0,High
Georgia,131502.0,0.0,35.0,High
New Mexico,4019395.01,2.0,50.0,Low
Pennsylvania,30000.0,0.0,17.0,High
Georgia,397136.25,2.12,74.0,High
New Jersey,88509.0,23.96,75.0,High
Florida,334706.0,3.83,62.0,High
Alabama,57605.0,3.83,70.0,High
Pennsylvania,61234.0,0.0,40.0,High
Michigan,12000.0,0.0,87.0,Moderate
Kansas,70737.0,0.0,44.0,High
California,35015.0,0.0,18.0,High
Florida,2860220.0,1.05,75.0,High
New Jersey,0.0,1.54,63.0,High
South Carolina,0.0,0.0,41.0,Moderate
New Jersey,159048.0,1.63,54.0,High
North Dakota,425457.0,1.03,21.0,High
California,115711.0,0.0,61.0,High
Louisiana,42962.28,1.11,98.0,High
Oklahoma,17212.5,0.0,41.0,High
Texas,35339.0,0.0,85.0,High
Georgia,102010.0,0.0,64.0,High
Mississippi,23750.0,0.0,12.0,High
Florida,504500.61,1.36,44.0,High
New York,15000.0,2.48,106.0,High
North Dakota,1352770.0,1.41,54.0,High
Colorado,72826.0,0.0,44.0,Moderate
Texas,57149.0,3.88,145.0,High
Minnesota,464745.0,4.8,49.0,Moderate
New York,1674475.0,1.87,90.0,High
Arkansas,772767.98,1.36,37.0,Moderate
Pennsylvania,1351176.65,1.0,51.0,High
Nebraska,395157.0,1.07,52.0,High
South Dakota,77778.0,1.96,19.0,High
New York,1.0,0.0,60.0,High
Colorado,2680823.7,1.78,54.0,Moderate
California,930660.75,1.47,71.0,High
Alabama,15573.0,0.0,18.0,High
West Virginia,116734.0,0.0,43.0,Moderate
Oklahoma,144900.0,9.38,76.0,High
Montana,65820.0,0.0,50.0,Low
Louisiana,252800.0,1.2,116.0,High
Louisiana,1963385.93,1.2,111.0,High
New Hampshire,53455.9,1.04,33.0,Moderate
Florida,303001.0,1.6,83.0,High
Alabama,4960.5,0.0,7.0,High
Alabama,50463.0,1.37,93.0,High
Alabama,1150750.0,3.17,123.0,High
Florida,206.0,1.23,1.0,High
Washington,1221780.0,18.28,55.0,High
Alabama,31057.0,1.37,95.0,High
North Carolina,5130.0,1.08,40.0,High
Florida,1647485.0,1.47,64.0,High
Alabama,53595.12,4.46,123.0,High
Oregon,22658.17,0.0,39.0,Moderate
West Virginia,792574.0,7.8,66.0,Moderate
New Jersey,130870.32,1.61,107.0,High
North Dakota,675000.0,0.0,38.0,High
New Jersey,18450180.0,1.31,100.0,High
New Jersey,393000.0,3.98,18.0,High
Missouri,1809123.0,2.0,32.0,High
Missouri,956640.0,2.87,39.0,High
Wisconsin,590739.0,2.84,42.0,Moderate
Oregon,82925.65,0.0,31.0,Moderate
New Hampshire,92730.0,2.78,23.0,Moderate
California,2999999.92,6.4,149.0,High
Florida,3273507.0,1.97,100.0,High
Georgia,313537.5,2.93,0.0,High
Tennessee,12933.0,0.0,56.0,Moderate
Florida,352848.96,2.52,38.0,High
Florida,70035.0,5.23,45.0,High
Michigan,134465.0,8.86,142.0,Moderate
New York,91861.0,12.86,46.0,High
Oklahoma,374348.0,12.54,25.0,High
Massachusetts,135975.0,2.86,60.0,Moderate
Wisconsin,505364.0,1.46,32.0,Moderate
Florida,206.0,1.23,164.0,High
Washington,9898.5,0.0,56.0,High
Massachusetts,7132.14,0.0,67.0,Moderate
Florida,16697.0,14.73,31.0,High
Florida,20175.0,1.03,50.0,High
West Virginia,84097.5,0.0,55.0,Moderate
Tennessee,487074.0,1.57,41.0,Moderate
Indiana,406422.0,0.0,52.0,Low
Oklahoma,20000.0,0.0,80.0,High
Vermont,376661.25,1.0,34.0,Moderate
North Dakota,198015.37,1.34,32.0,High
Oklahoma,3364.0,0.0,52.0,High
California,21574.8,0.0,35.0,High
Ohio,732498.75,1.0,61.0,Moderate
Florida,562269.54,1.1,44.0,High
Idaho,0.0,3.32,35.0,Low
Oklahoma,46883.0,0.0,55.0,High
North Carolina,357984.16,0.0,73.0,High
Alabama,134414.0,0.0,15.0,High
Iowa,87465.0,1.92,15.0,High
Texas,59778.75,1.13,38.0,High
Connecticut,80694.67,0.0,98.0,Moderate
Maine,472746.0,0.0,49.0,Low
Oklahoma,454995.37,0.0,77.0,High
New York,941.0,1.56,68.0,High
South Carolina,39712.5,1.01,41.0,Moderate
California,1854171.21,1.24,32.0,High
Minnesota,20888.0,0.0,47.0,Moderate
Texas,95590.79,1.35,92.0,High
Kansas,549923.0,2.25,27.0,High
Arkansas,26250.0,0.0,31.0,Moderate
Alabama,39235.0,0.0,37.0,High
Michigan,2587063.57,1.0,84.0,Moderate
Alabama,4000.0,2.3,45.0,High
Florida,588807.0,1.06,48.0,High
Texas,80460.0,0.0,86.0,High
Louisiana,811000.0,0.0,36.0,High
West Virginia,59398.92,1.42,38.0,Moderate
New York,180420.0,1.76,41.0,High
New York,180000.0,0.0,47.0,High
Indiana,114813.0,1.01,76.0,Low
Georgia,27526.82,0.0,63.0,High
Illinois,1557717.97,1.16,109.0,Moderate
Maryland,30284.0,0.0,15.0,Moderate
Maryland,257.0,0.0,53.0,Moderate
California,24992.0,0.0,31.0,High
Maine,17778.0,1.4,15.0,Low
New Jersey,180926.0,1.07,53.0,High
Alaska,187500.0,1.86,29.0,Low
Arizona,174972.82,1.25,33.0,Low
South Dakota,19500.0,0.0,35.0,High
Alabama,637440.84,43.95,90.0,High
South Dakota,12510.0,0.0,35.0,High
Georgia,15938.0,0.0,56.0,High
